50 100 10 15
47.1146 81.974
4.9914 3.4268
49.5932 51.616
26.9721 65.333
68.4174 75.4127
74.7996 27.9997
39.1641 60.3051
55.8827 88.8781
73.2246 64.3234
61.1622 78.6063
58.123 49.1141
7.0604 40.346
37.4246 87.744
3.359 70.8183
40.6143 82.6492
65.7958 1.067
57.5241 9.5557
97.5956 54.3284
44.1639 85.6217
77.7837 26.4356
56.9458 77.5547
2.11 63.7921
51.2274 72.506
40.7552 89.4648
21.9837 76.7987
23.0461 20.6847
43.855 4.3304
91.9894 15.3564
31.9038 71.8314
28.4335 12.8644
36.3779 22.0789
49.9318 45.3559
81.3524 46.5261
23.4818 8.9786
2.2264 50.673
30.1121 7.6509
29.8062 16.6525
82.5928 74.771
13.6395 33.4567
81.458 30.5054
86.1088 81.8879
55.2942 98.2049
1.853 96.897
50.7821 57.6622
71.3645 23.3483
69.7748 29.2098
89.3456 67.3764
70.1185 57.3739
93.729 19.9702
1.0893 95.8198
33.6155 48.8611 1
14.9664 13.0589 1
32.8383 21.2243 1
11.3097 83.111 1
77.1914 32.3787 1
79.2563 73.8768 1
58.7069 15.9873 1
7.9192 73.1471 1
19.2902 5.3694 1
77.5405 71.439 1
35.3391 12.1736 1
83.8948 98.4045 1
13.3887 59.3098 1
69.8148 26.9543 1
19.0345 43.2004 1
39.6807 93.0512 1
33.8947 50.7885 1
92.2693 6.4098 1
83.8403 65.9111 1
62.9524 44.9172 1
86.5491 14.7168 1
21.629 77.5228 1
6.4899 53.1262 1
67.8001 8.7894 1
53.512 90.0461 1
51.7349 86.8151 1
25.5719 5.63 1
85.2828 64.0056 1
82.3201 88.9265 1
1.6572 34.7723 1
47.471 66.672 1
94.4119 45.4461 1
45.8621 44.6879 1
84.9972 1.7031 1
53.5552 86.1418 1
43.4101 93.7822 1
2.4434 47.8774 1
50.436 56.9831 1
87.6484 99.2796 1
90.8249 40.4135 1
28.5203 21.9841 1
13.2704 86.6497 1
0.013254 68.9023 1
31.7961 17.1469 1
53.0108 0.90237 1
82.9176 16.9077 1
67.3584 20.6388 1
91.3014 90.1622 1
75.6142 70.914 1
16.8512 13.193 1
96.4016 42.5205 1
34.8266 66.1447 1
59.8488 32.2383 1
73.1392 59.7437 1
87.0816 21.0647 1
33.3399 18.9618 1
46.3043 20.8316 1
16.6887 71.3345 1
46.6389 25.2696 1
45.637 27.0015 1
12.7822 48.1757 1
63.993 22.0674 1
89.6488 35.4664 1
42.7428 63.7734 1
17.5846 74.9754 1
29.4898 49.2421 1
5.8738 61.7389 1
6.0173 31.9453 1
2.666 30.2499 1
55.0467 14.1789 1
56.3051 84.4342 1
30.4596 28.8154 1
75.4511 90.8832 1
67.1103 11.3209 1
93.9838 61.3861 1
48.5155 28.3904 1
51.8088 50.8132 1
78.9203 53.8875 1
57.1168 5.2151 1
76.6495 43.7082 1
92.0166 21.873 1
21.0306 91.8339 1
60.8114 69.1453 1
46.5725 11.5925 1
61.67 35.9623 1
20.3092 30.6056 1
67.7601 30.2248 1
1.7316 56.1445 1
22.6608 79.6099 1
91.4466 46.9949 1
76.8434 79.1171 1
53.3313 41.8769 1
6.838 73.953 1
19.9584 35.7523 1
1.2018 94.9822 1
96.6572 75.0147 1
83.2201 1.9577 1
44.5309 75.5167 1
99.0495 91.1801 1
79.4284 34.7754 1
