50 100 10 15
27.9329 42.4442
27.921 24.8358
68.3768 93.5987
81.1281 80.2128
7.6241 76.1634
36.9373 6.1753
80.6237 90.6654
95.8331 65.5628
99.3735 94.795
42.5572 54.5242
43.3153 30.5319
33.8446 8.8516
45.4668 42.1535
76.9975 36.7533
75.57 85.2529
99.2394 98.3924
20.3073 5.3853
37.5417 35.7135
70.867 99.9067
16.3498 41.5017
32.3962 38.0648
80.9012 10.458
21.8957 58.9612
32.8388 14.6321
46.1998 37.6576
35.233 93.6352
7.354 70.037
50.5193 24.2934
27.42 74.2119
56.7635 32.6638
2.7511 36.9959
61.3717 49.2794
42.3612 20.0618
64.5296 28.7567
30.6118 29.2593
29.0785 42.9844
43.0515 47.8113
55.0274 93.192
12.2461 83.623
13.0425 28.9976
22.8788 95.8075
10.6923 72.3048
9.3037 86.4808
18.8573 52.325
68.3496 5.2769
54.1483 96.0015
52.1407 67.2208
94.1817 6.5467
63.7501 97.9136
71.8558 29.4845
94.9909 31.9021 1
17.342 65.7045 1
0.09046 50.5403 1
87.8455 15.7446 1
85.0537 30.5077 1
33.6409 10.5101 1
9.833 87.0622 1
62.8119 67.8951 1
40.0417 82.6875 1
92.8052 94.6069 1
88.0606 63.0604 1
61.9081 51.3402 1
89.3941 55.5995 1
20.9053 98.7431 1
25.8298 62.6902 1
0.41249 85.2017 1
9.0453 49.0251 1
59.582 1.9959 1
29.9313 24.3831 1
77.5434 55.0075 1
64.239 10.1567 1
17.9547 47.4312 1
28.334 17.4531 1
13.5855 32.5383 1
56.3496 11.0386 1
14.4256 42.8237 1
85.6053 71.8991 1
3.0408 76.7617 1
85.0324 92.7185 1
23.28 75.6954 1
75.4936 33.2498 1
5.639 88.056 1
70.7646 52.561 1
18.4121 26.734 1
99.4603 16.8217 1
51.67 4.5011 1
53.8151 17.0775 1
27.1514 92.5775 1
37.8257 10.8624 1
51.2147 83.4149 1
51.5419 15.1815 1
46.8934 85.5876 1
15.4167 59.8568 1
21.5126 19.7768 1
64.5173 79.7531 1
60.6139 78.7386 1
18.2345 9.5585 1
86.7691 17.1448 1
52.7718 60.2812 1
97.4538 32.5098 1
28.5485 26.7285 1
94.9081 78.93 1
60.7605 61.6613 1
77.6488 68.6464 1
6.3482 69.7433 1
59.1157 93.2021 1
89.9758 12.0188 1
50.9788 60.6886 1
53.2835 48.9868 1
79.8576 52.9701 1
65.5096 22.1869 1
46.3058 74.8181 1
55.7317 25.8154 1
74.3034 19.9114 1
51.4322 87.1523 1
12.0782 2.7186 1
26.8087 3.634 1
92.4859 43.7994 1
58.9397 6.5688 1
53.9223 97.9386 1
93.7265 62.89 1
25.5629 65.6328 1
91.19 32.7906 1
55.7116 47.55 1
73.8685 1.6242 1
68.4321 20.0028 1
13.9706 85.8495 1
97.3489 6.754 1
42.454 31.0749 1
7.6212 82.6623 1
10.7926 61.1868 1
97.2241 91.46 1
57.0353 88.411 1
48.3825 24.5313 1
64.499 95.8202 1
21.8204 45.2297 1
69.4903 88.8558 1
24.5757 46.485 1
63.3619 58.5221 1
96.0137 1.1679 1
72.6422 72.8435 1
96.9658 41.53 1
76.2141 11.8637 1
52.5096 59.6256 1
44.679 0.46879 1
63.8362 93.9455 1
30.7138 69.1412 1
44.3406 27.1798 1
66.527 75.3737 1
82.2277 65.8332 1
