7.7469983	55.0	19.186607
7.758231	55.0	17.656235
7.7502327	55.0	17.767612
7.752557	56.0	19.186607
7.76967	60.0	22.715134
7.7752285	61.0	22.715134
7.7659874	59.0	22.715134
7.844449	55.0	15.842032
7.7555785	57.0	19.186607
7.761137	58.0	19.186607
7.7588134	57.0	18.758825
7.7787976	55.0	17.132908
7.764372	58.0	18.758825
7.755791	56.0	17.767612
7.7637897	56.0	17.656235
7.787377	62.0	22.715134
7.7998466	54.0	16.43632
7.795885	53.0	16.57754
7.781824	56.0	16.985907
7.806177	64.0	18.758825
7.8029437	64.0	19.186607
7.8498425	56.0	15.842032
7.774327	60.0	18.758825
7.7710934	60.0	19.186607
7.7873826	57.0	16.985907
7.7766523	61.0	19.186607
7.7657466	58.0	17.767612
7.795539	58.0	16.985907
7.763947	57.0	17.767612
7.7719464	57.0	17.656235
8.2546215	76.0	20.565414
7.7973847	63.0	19.186607
7.7713056	59.0	17.767612
7.7793036	59.0	17.656235
7.818325	65.0	18.758825
7.800619	63.0	18.758825
7.7798853	61.0	18.758825
7.84635	67.0	21.83332
7.7874603	60.0	17.656235
8.251819	76.0	21.323122
7.7973375	59.0	16.985907
7.8554015	57.0	15.842032
7.768071	59.0	19.186607
7.8150916	65.0	19.186607
7.809847	54.0	16.003561
7.773745	58.0	17.656235
7.8348475	60.0	16.648796
7.805406	55.0	16.43632
7.805753	63.0	17.767612
7.779461	60.0	17.767612
7.797597	62.0	17.767612
7.813562	56.0	16.43632
7.802896	60.0	16.985907
7.811053	61.0	16.985907
8.146961	75.0	20.565414
7.805596	62.0	17.656235
7.7916093	61.0	17.767612
7.792033	62.0	18.758825
7.823201	62.0	16.985907
7.829076	59.0	16.003561
7.8137517	63.0	17.656235
7.863767	68.0	21.83332
8.006458	61.0	15.141543
8.017602	74.0	21.83332
7.799608	61.0	17.656235
7.837344	64.0	17.166714
7.8291883	63.0	17.166714
7.815362	57.0	16.003561
7.8700275	68.0	18.758825
7.7888002	62.0	19.186607
8.061821	75.0	21.83332
7.856394	57.0	15.826965
7.8259	64.0	17.656235
7.817901	64.0	17.767612
7.9879594	60.0	15.141543
7.8209205	58.0	16.003561
7.8469954	61.0	16.648796
7.844504	54.0	15.393087
7.8422246	60.0	16.003561
7.831955	65.0	17.767612
7.909337	71.0	21.83332
8.019491	60.0	15.079909
7.934891	72.0	21.83332
7.8484306	67.0	18.758825
8.07013	73.0	18.758825
7.869147	69.0	21.83332
7.811399	56.0	16.57754
7.92242	71.0	20.565414
7.8323793	66.0	18.758825
7.850835	56.0	15.826965
7.973023	58.0	15.079909
7.826691	59.0	16.648796
7.8645506	58.0	15.842032
8.194237	76.0	21.83332
7.841716	65.0	17.656235
7.8412237	60.0	16.508408
7.8999953	68.0	17.656235
7.849493	65.0	17.166714
7.839016	63.0	16.985907
7.8783984	67.0	17.656235
8.076654	74.0	20.565414
8.01371	71.0	17.211084
7.991522	59.0	15.079909
7.8748918	58.0	15.826965
7.8480067	66.0	17.767612
7.916098	70.0	18.758825
8.003806	61.0	15.412302
8.081655	61.0	15.079909
7.901991	68.0	17.290655
7.869604	67.0	17.767612
8.078733	69.0	16.985907
7.8621984	60.0	15.8536215
7.902159	60.0	15.842032
7.9218035	69.0	17.767612
7.8146715	56.0	16.311956
7.9235883	69.0	17.290655
7.9791093	73.0	21.83332
7.8601446	62.0	16.648796
7.883048	59.0	15.842032
7.894003	59.0	15.826965
8.207477	73.0	17.290655
7.8886085	58.0	15.536419
7.8653083	66.0	17.166714
7.870425	62.0	16.116518
8.068734	62.0	15.141543
7.854373	61.0	16.508408
7.8540416	59.0	15.8536215
8.121369	72.0	17.166714
7.8694973	57.0	15.393087
7.902958	68.0	17.166714
8.195322	73.0	17.6823
7.892022	63.0	16.116518
7.899942	70.0	20.565414
8.170372	74.0	18.758825
7.950633	62.0	15.842032
7.8925047	69.0	18.758825
