20 50 2 20
90 59
66 55
16 0
70 83
60 92
84 28
33 38
76 75
95 34
100 83
29 91
72 32
88 62
86 80
31 68
5 90
52 43
31 18
76 34
62 45
97 15 0.91
67 33 0.84
17 81 0.86
51 32 0.8
72 82 0.9
3 98 0.87
1 2 0.85
42 2 0.97
77 87 0.98
46 53 0.89
76 44 0.84
24 47 0.86
15 49 1.0
88 89 0.96
65 69 0.77
30 85 0.93
13 17 0.92
41 44 0.79
59 26 0.92
13 88 0.96
27 60 0.97
92 39 0.88
16 71 0.95
50 11 0.82
2 82 0.96
38 27 0.99
40 51 0.89
70 87 0.86
47 55 0.76
87 38 0.9
65 98 0.86
73 20 0.89
18 7 0.96
77 53 0.78
42 31 0.76
92 47 0.83
59 3 0.95
93 61 0.8
82 11 0.91
71 65 0.99
33 6 0.97
80 77 1.0
58 20 0.8
27 12 0.91
9 21 0.79
49 94 0.84
33 22 0.81
96 23 0.83
24 9 0.9
40 4 0.91
