20 50 2 20
13 38
52 85
83 59
71 24
23 75
81 46
83 25
26 49
13 48
46 76
46 50
48 10
85 3
50 95
8 87
50 87
86 7
22 20
37 76
10 100
75 18 0.88
48 94 0.76
83 14 0.84
65 5 0.86
62 91 0.88
69 69 0.81
13 69 0.91
55 25 0.79
4 63 0.89
75 39 0.97
77 99 0.91
65 19 0.97
55 80 0.93
91 59 0.91
59 76 0.92
1 57 0.94
60 61 0.98
79 96 0.88
20 96 0.99
89 10 1.0
8 15 0.99
8 0 0.97
15 18 0.92
76 23 0.96
10 8 0.81
85 42 0.78
43 53 0.88
95 59 0.81
64 6 0.97
99 22 0.79
86 21 0.92
13 55 0.88
62 54 0.78
31 77 0.83
42 68 0.99
90 60 0.87
17 52 0.78
63 90 0.76
43 57 0.91
59 39 0.75
57 38 0.93
86 39 0.98
51 49 0.98
26 59 0.75
100 49 0.81
62 75 1.0
21 42 0.99
71 74 0.82
86 60 0.76
73 92 0.99
