20 50 5 20
9 79
84 78
22 50
65 12
46 67
39 68
48 80
5 25
64 96
23 83
85 24
76 14
17 46
78 15
35 71
33 24
28 96
0 84
36 25
100 90
72 46 1.0
75 45 0.99
37 76 1.0
77 21 0.77
3 43 0.81
30 93 0.82
52 34 0.85
24 10 0.81
55 89 0.83
70 36 0.96
98 44 0.88
12 80 0.85
17 10 1.0
91 15 0.92
34 91 1.0
16 5 0.95
9 48 0.83
93 88 0.9
31 19 0.81
10 84 0.84
65 58 0.85
89 50 0.98
77 4 0.94
93 35 0.79
49 45 0.9
40 56 0.99
73 80 0.86
73 19 0.81
32 37 0.98
74 20 0.75
31 45 0.87
82 52 0.98
77 54 0.78
97 49 0.83
51 28 1.0
41 27 0.86
68 72 0.78
15 38 0.78
9 77 1.0
42 97 0.81
3 32 0.79
13 95 0.89
8 94 1.0
61 53 0.91
61 5 0.93
42 18 0.95
4 39 0.84
3 63 0.91
20 60 0.84
0 3 0.85
