20 50 10 20
93 32
61 65
75 35
26 14
19 87
2 99
95 4
94 90
83 46
3 26
21 1
12 92
49 98
86 8
59 50
84 21
5 51
26 43
85 59
6 22
31 34 0.87
47 23 0.75
82 19 0.92
65 67 0.95
77 22 0.82
67 11 0.77
87 78 0.87
71 46 0.9
80 1 0.89
68 93 0.95
93 55 0.89
10 23 1.0
57 14 0.97
12 7 0.76
43 43 0.78
87 31 0.87
70 99 0.86
16 88 0.97
98 44 0.86
68 53 0.76
89 85 0.77
1 18 0.78
45 73 0.75
37 33 0.81
74 12 0.89
100 87 0.77
64 66 0.75
79 1 0.79
9 42 0.97
47 97 0.86
28 31 0.79
89 24 0.95
89 82 0.83
26 29 0.85
30 79 0.76
8 6 0.85
43 74 0.91
48 4 0.97
4 14 1.0
86 48 0.93
96 30 0.88
92 47 0.87
5 96 0.77
71 0 0.83
52 25 0.91
43 73 0.77
88 83 0.87
91 47 0.78
16 27 0.85
49 42 0.79
