50 100 25 15
68 1
40 51
98 12
87 60
15 97
88 36
62 6
25 70
33 8
95 98
98 40
3 73
60 42
46 14
33 56
36 9
83 77
91 25
46 19
41 27
69 49
38 16
32 83
45 59
91 100
82 69
61 87
5 1
66 25
58 72
38 88
18 90
28 97
53 46
60 3
80 22
14 100
13 52
43 50
57 99
47 24
42 63
54 15
95 93
4 55
89 89
89 19
59 64
83 83
45 92
39 43 0.76
95 32 0.8
75 88 0.9
0 42 0.88
56 15 0.92
46 34 0.84
69 43 0.84
50 2 0.76
9 100 0.99
67 55 0.99
35 65 0.77
60 95 0.86
98 100 0.99
99 87 0.84
50 43 0.78
8 65 1.0
31 19 0.8
17 56 0.78
77 13 1.0
5 72 0.79
77 94 0.77
53 54 0.93
81 39 0.97
15 93 0.86
49 80 0.79
43 88 0.97
96 36 0.75
29 41 0.91
69 3 0.89
46 88 0.94
62 42 0.77
86 27 0.83
30 34 0.82
22 74 0.78
80 76 0.82
23 20 0.84
42 93 0.83
39 86 0.89
25 47 0.83
58 96 0.77
31 56 0.92
62 53 0.78
44 41 0.77
24 66 0.88
42 21 0.8
45 31 0.89
4 94 0.87
15 83 0.78
0 95 0.93
27 63 0.79
11 65 0.8
38 65 0.87
0 59 0.79
87 92 0.92
93 23 0.84
12 0 0.76
80 88 0.94
89 20 0.91
18 67 0.84
75 27 0.94
29 72 0.95
25 10 0.93
17 93 0.91
56 63 0.9
21 28 0.98
26 90 0.83
49 6 0.91
42 58 0.75
20 49 0.97
84 24 0.82
43 61 0.86
53 6 0.92
70 56 0.93
56 45 0.89
53 42 0.82
42 65 0.79
17 97 1.0
35 87 0.92
42 83 0.83
9 99 0.81
62 0 0.8
82 38 0.76
62 25 0.96
10 44 0.93
50 11 0.93
57 61 0.92
100 2 0.94
81 40 0.8
64 47 0.98
2 82 1.0
1 26 0.99
69 15 0.96
74 88 0.82
38 35 0.86
23 39 0.82
71 77 0.92
31 69 0.92
53 100 0.75
47 44 0.84
62 31 1.0
