50 100 25 15
5 64
62 45
93 89
43 0
56 78
9 93
77 87
17 21
15 43
29 25
3 78
78 92
65 44
37 67
42 82
97 76
24 23
54 71
30 79
89 19
96 17
32 20
28 61
89 52
74 57
67 10
91 43
57 2
94 13
67 79
62 54
96 6
52 49
73 90
0 29
17 61
51 41
19 2
44 41
39 22
16 22
6 12
2 88
4 45
61 89
60 45
34 19
58 19
33 14
48 88
40 71 0.96
86 26 0.75
26 73 0.83
90 37 0.88
92 82 0.9
86 36 1.0
4 32 0.89
97 40 0.89
81 43 0.82
33 94 0.81
75 61 0.96
58 67 0.87
88 55 0.8
91 6 0.85
35 95 0.99
18 16 0.87
46 30 0.99
27 51 0.8
99 64 0.87
78 4 0.75
89 10 0.75
71 37 0.79
73 30 0.81
90 36 0.85
3 73 0.86
87 72 0.79
57 94 0.78
80 87 0.98
54 66 0.91
8 51 0.96
24 30 0.84
82 67 0.87
87 51 0.87
35 99 0.76
42 15 0.82
8 18 0.88
52 58 0.77
25 62 0.89
13 63 0.82
47 16 0.79
6 82 0.93
85 42 0.83
49 33 0.96
1 28 0.89
39 5 0.93
49 37 0.94
20 3 0.8
70 82 0.87
79 28 0.84
55 43 0.9
63 82 0.9
70 67 0.93
84 8 0.86
21 18 0.82
89 3 0.94
37 56 0.75
64 94 0.94
78 2 0.96
75 55 0.88
71 60 0.78
15 48 0.88
92 72 0.77
11 1 0.97
18 85 0.9
59 73 0.8
9 60 0.82
95 91 0.83
67 81 0.91
64 85 0.86
30 30 0.92
30 17 0.91
92 11 0.82
34 81 0.97
61 31 0.99
29 20 0.91
49 19 0.93
90 10 0.93
96 85 0.88
23 55 0.8
57 21 0.84
77 28 0.99
52 70 0.79
81 75 0.97
83 8 0.97
42 12 0.77
25 25 0.9
46 45 0.78
35 54 0.75
65 9 0.96
26 29 0.96
26 26 0.83
40 64 0.77
79 42 0.75
2 24 0.96
7 27 0.95
59 66 0.77
66 37 0.91
49 77 0.89
63 52 0.9
54 67 0.75
