50 100 5 15
79 56
84 52
40 32
29 75
86 95
5 45
79 16
15 36
36 1
78 76
78 80
98 45
63 83
76 48
15 66
12 26
19 5
34 18
78 71
81 0
64 63
91 21
17 10
84 96
98 66
56 99
21 52
26 29
0 65
23 54
8 16
6 4
74 22
38 75
7 48
0 94
53 17
23 22
51 75
45 10
64 6
6 76
65 77
88 25
85 39
3 56
5 21
9 3
55 86
56 7
20 92 0.98
75 97 1.0
78 16 0.94
53 65 0.96
28 64 0.95
78 59 0.77
85 55 0.86
87 44 0.93
72 41 0.9
90 85 0.76
35 89 0.92
5 69 0.85
21 43 0.81
37 97 0.75
82 84 0.93
34 94 0.77
48 55 0.95
43 23 0.96
12 56 0.85
77 39 0.84
93 71 0.86
59 50 0.82
80 98 0.79
63 76 1.0
67 63 0.92
3 65 0.94
76 83 0.78
97 90 0.95
11 45 0.89
1 21 0.92
83 21 0.86
59 8 0.82
2 6 0.83
38 46 0.81
32 47 0.99
38 51 1.0
37 75 0.88
53 3 0.84
21 73 0.92
61 95 0.85
59 18 0.85
83 77 0.8
37 95 0.9
86 58 0.84
2 23 0.86
58 31 0.83
91 87 0.91
50 99 0.93
64 55 0.9
97 25 0.85
94 37 0.9
99 26 0.8
95 97 0.91
84 28 0.77
13 29 0.84
29 51 0.8
98 87 0.87
30 58 0.75
21 99 0.82
61 52 0.76
95 6 0.82
90 31 0.9
18 4 0.9
63 16 0.91
85 14 0.82
66 97 0.89
17 100 0.84
69 92 0.78
19 7 0.96
16 90 0.91
27 51 0.83
45 45 0.89
8 3 0.95
86 18 1.0
20 83 0.8
26 7 0.89
45 24 0.78
33 99 1.0
95 76 0.97
41 52 0.98
58 79 0.79
20 67 0.84
5 70 0.9
18 45 0.76
38 42 0.78
99 69 0.92
29 9 0.88
37 98 0.82
72 59 1.0
71 81 0.99
17 75 0.93
9 35 0.81
0 45 1.0
19 76 0.89
0 32 0.97
51 30 0.95
76 85 0.92
40 47 0.98
18 69 0.76
31 45 0.97
