20 50 5 20
56 13
73 92
63 2
33 12
50 51
2 12
44 2
76 70
9 48
67 8
79 88
97 75
62 50
73 7
15 52
59 20
21 0
57 50
77 74
17 91
41 25 0.75
90 13 0.79
81 79 0.9
25 79 0.95
61 65 0.95
34 37 1.0
55 11 0.83
95 87 0.9
37 88 0.94
11 26 0.83
58 26 0.9
45 33 0.93
71 75 0.8
79 69 0.88
47 7 0.99
10 75 0.78
1 27 1.0
73 91 0.88
8 38 0.92
98 73 0.95
21 12 0.86
48 45 0.75
52 66 0.96
23 16 0.86
55 61 0.99
38 68 0.81
44 23 0.96
66 66 0.82
26 67 0.96
11 32 0.85
7 92 0.79
65 34 0.83
24 43 0.94
42 52 1.0
87 95 0.9
5 87 0.77
97 39 0.76
37 19 0.83
49 54 0.87
34 9 0.91
91 21 0.78
96 77 0.79
57 33 1.0
58 66 0.97
52 45 0.77
3 72 0.95
63 81 0.91
54 30 0.9
23 44 0.9
59 40 0.99
