20 50 5 20
26 0
5 51
62 23
44 0
17 93
62 89
31 71
0 44
49 3
10 26
16 15
17 24
90 40
32 21
100 22
91 3
51 6
48 26
40 92
1 10
77 59 0.82
25 2 0.75
97 43 0.97
36 47 0.87
2 3 0.8
22 80 0.85
39 66 0.87
59 86 0.91
79 56 0.88
24 74 0.78
23 94 0.98
79 91 0.84
81 80 0.76
29 77 0.93
45 89 0.77
6 23 0.95
81 49 0.83
28 93 0.75
67 7 0.92
69 57 0.89
29 20 0.95
9 81 0.77
16 68 0.94
43 13 0.97
13 86 0.92
97 11 0.97
22 77 0.81
95 44 0.92
31 32 0.89
16 5 0.92
53 64 0.89
78 22 0.77
4 16 0.86
48 86 0.9
21 83 0.75
85 53 0.86
90 93 0.82
43 24 1.0
90 47 0.87
17 3 0.95
24 4 0.82
2 31 0.81
24 95 0.82
63 5 1.0
20 30 0.95
0 88 0.92
29 87 0.94
79 24 0.89
44 4 0.75
3 12 0.81
