20 50 2 20
30 28
23 62
80 20
68 18
9 10
46 16
29 5
85 99
0 62
21 48
63 9
96 41
5 55
73 45
72 21
76 58
14 39
75 82
88 50
0 30
0 38 0.8
65 26 0.75
29 14 0.89
80 49 0.83
6 52 0.79
61 100 0.91
28 96 0.87
52 57 0.9
15 0 0.94
79 69 0.95
60 80 0.96
85 85 0.75
33 16 0.95
27 51 0.99
71 89 0.91
4 40 1.0
3 43 0.82
43 50 0.94
60 84 0.79
93 72 0.9
62 39 1.0
96 97 0.96
70 32 0.75
63 65 0.99
33 68 0.84
99 48 0.95
6 16 0.78
55 95 0.79
94 25 0.98
40 85 0.98
100 33 0.9
78 97 0.89
46 2 0.96
34 68 0.84
99 94 0.88
85 62 0.76
13 55 0.84
4 92 0.95
66 29 0.75
59 13 0.94
34 57 0.81
80 38 0.86
67 10 0.86
100 85 0.87
86 62 0.89
26 8 0.82
32 34 0.93
77 37 0.87
83 53 1.0
3 20 0.96
