20 50 10 20
50 80
46 88
41 100
21 0
89 60
29 50
39 24
57 9
89 39
30 20
93 17
40 99
7 25
90 54
17 65
93 53
92 14
5 40
20 46
88 8
96 4 0.83
92 7 0.87
40 42 0.82
89 20 0.92
33 31 0.99
91 84 0.79
11 40 0.97
88 79 0.89
46 0 0.93
37 76 0.89
44 48 0.99
15 7 0.82
4 92 0.87
75 95 0.91
6 3 0.99
9 94 0.83
64 95 0.98
25 15 0.91
48 84 0.97
65 1 0.97
57 94 0.98
19 27 0.95
0 41 0.89
83 7 0.78
58 19 0.94
59 70 0.8
7 87 0.81
98 8 0.97
20 2 0.94
69 54 0.79
43 8 0.81
21 49 0.95
90 3 0.99
13 72 0.78
61 57 0.84
43 93 0.91
81 58 0.87
25 68 0.83
82 3 0.81
8 58 0.94
48 32 0.94
91 20 0.87
81 55 0.95
5 33 0.85
47 54 0.77
17 42 0.91
79 70 0.9
27 30 0.9
94 57 0.75
82 26 1.0
