50 100 5 15
24 59
87 63
47 68
8 94
74 29
28 72
50 30
79 28
80 40
41 42
45 81
69 54
51 45
93 11
24 65
62 42
85 60
39 45
83 89
29 96
14 20
38 94
2 40
72 75
52 70
74 6
77 9
32 85
80 61
27 88
6 44
34 95
1 89
88 29
89 0
95 47
20 49
17 61
78 45
5 25
40 6
78 100
53 66
55 81
45 98
8 88
58 26
86 86
98 7
78 84
99 16 0.75
64 96 0.98
6 88 0.97
58 65 0.93
35 56 0.88
36 5 0.76
62 74 1.0
15 49 0.78
59 42 0.8
28 54 0.86
79 76 0.85
60 3 0.95
66 0 0.86
27 18 0.94
2 23 0.95
1 81 0.75
2 1 0.85
13 92 0.84
64 69 0.82
10 78 0.8
79 57 0.9
99 23 0.88
95 95 0.8
72 90 0.82
93 84 0.75
70 49 0.9
2 83 0.94
13 19 0.82
75 13 0.89
38 93 0.75
12 32 0.87
66 73 0.86
37 9 0.89
3 60 0.91
27 30 0.96
16 30 0.91
66 74 0.75
99 41 0.83
63 63 0.8
17 80 0.83
12 84 0.87
26 71 0.91
45 86 0.9
95 99 0.81
36 1 0.95
86 14 0.89
79 11 0.82
69 7 1.0
92 33 1.0
76 56 0.88
70 18 0.88
4 34 0.98
64 45 0.94
7 9 0.94
18 46 0.85
11 79 0.77
59 68 1.0
21 27 1.0
76 18 0.85
92 97 0.84
25 89 0.88
51 70 0.96
56 89 0.85
0 50 0.99
22 16 0.84
29 10 0.86
47 8 0.82
40 20 0.78
20 68 0.79
47 46 0.79
45 31 0.75
39 82 0.92
88 0 0.93
93 82 0.92
68 43 0.96
7 70 0.94
12 15 0.95
56 75 0.9
65 91 0.95
96 28 0.94
81 21 0.75
18 99 0.81
67 98 0.88
56 37 0.89
21 41 0.87
82 90 0.78
95 20 0.78
11 61 0.87
37 57 0.9
8 29 0.78
16 8 0.97
59 31 0.98
83 81 0.9
43 60 0.89
73 62 0.92
97 69 0.77
59 29 0.95
42 72 0.99
99 81 0.81
37 44 0.89
