20 50 2 20
6 0
20 97
9 0
62 40
28 98
62 67
97 82
5 95
21 64
40 64
7 4
79 91
79 20
92 14
3 15
73 6
42 43
11 58
80 57
71 10
24 20 0.78
21 60 0.84
88 13 0.84
90 14 0.75
51 60 1.0
78 56 0.84
76 78 0.76
51 17 0.83
18 28 0.87
55 43 0.91
59 96 0.84
62 76 0.84
67 79 0.76
17 92 0.79
67 43 0.85
29 38 0.79
78 92 0.8
98 32 0.92
42 52 0.78
91 12 0.97
90 49 1.0
7 25 0.79
12 88 0.92
89 74 0.96
40 83 0.96
81 28 0.92
80 33 0.97
80 60 0.99
87 29 0.81
31 43 0.86
41 67 0.93
36 97 0.88
37 42 0.87
73 92 0.86
37 64 0.94
69 63 0.79
57 10 0.75
59 55 0.96
10 97 0.86
84 86 0.91
49 31 0.96
31 53 0.82
37 25 0.9
7 31 0.89
67 41 0.91
30 98 0.95
24 1 0.83
50 68 0.97
62 11 0.82
16 39 0.93
