20 50 10 20
88 99
53 42
70 28
55 4
12 0
5 74
35 54
34 16
31 55
73 50
75 56
20 8
62 88
51 58
8 48
19 0
46 4
70 33
53 59
50 0
12 21 0.91
99 13 0.91
64 25 0.99
11 22 0.96
57 47 0.75
22 25 0.96
88 36 1.0
81 48 0.84
1 12 0.86
89 40 0.93
64 8 0.98
16 76 0.95
62 8 0.98
1 52 0.82
80 62 0.9
59 19 0.84
70 75 0.91
96 49 0.88
75 80 0.86
73 9 1.0
39 19 0.75
39 98 0.79
63 70 0.93
98 93 0.91
57 71 0.8
97 43 0.93
51 27 0.96
37 30 0.95
88 43 0.99
93 51 0.76
38 21 0.85
2 51 0.95
70 6 0.97
41 62 0.96
53 91 0.87
56 33 0.77
71 96 0.93
22 37 0.88
53 13 0.99
76 66 0.91
41 63 0.97
16 82 1.0
22 22 0.79
91 7 0.92
25 39 0.83
16 54 0.81
39 17 0.94
52 65 0.81
31 56 0.89
93 34 0.9
