50 100 13 15
62 35
94 27
14 86
16 67
5 10
79 71
99 10
57 33
5 38
90 16
46 55
98 49
29 78
86 57
93 98
75 52
99 32
98 3
37 5
57 41
55 26
76 36
36 9
85 97
29 49
73 9
81 94
64 77
22 28
81 30
59 1
99 83
91 38
51 65
8 71
2 1
75 7
7 94
82 73
77 83
32 39
19 79
42 12
60 33
44 12
70 65
7 49
17 76
69 73
0 14
53 22 0.78
57 10 0.96
39 44 0.76
22 0 0.84
55 55 0.78
75 37 0.94
39 56 0.97
2 39 0.99
97 47 1.0
11 76 0.84
7 96 0.96
10 27 0.75
42 49 0.89
76 26 0.76
33 85 0.84
27 98 0.77
25 52 0.99
58 84 0.8
39 2 0.85
23 72 0.83
9 77 0.81
82 53 0.81
83 97 0.95
38 85 0.97
96 33 0.81
68 48 0.75
97 2 0.86
59 55 0.98
24 30 0.93
93 28 0.96
46 64 0.91
51 41 0.78
62 61 0.95
41 25 0.88
3 19 0.86
64 2 0.83
16 44 0.77
29 18 0.76
50 56 0.86
86 24 0.85
19 23 0.8
49 43 0.83
97 66 0.89
67 59 0.76
14 60 0.85
43 48 0.99
33 47 0.76
64 46 0.83
54 40 0.96
76 54 0.85
23 23 0.81
41 100 0.82
69 10 0.91
84 12 0.81
98 38 0.95
84 68 0.97
68 86 0.77
75 19 0.81
17 58 1.0
90 81 0.76
85 75 0.94
79 39 0.98
76 50 0.84
88 17 0.94
11 48 0.9
83 20 0.95
37 57 0.95
22 58 0.84
29 12 0.86
51 70 0.82
4 100 0.85
19 41 0.9
78 50 0.9
20 16 0.76
24 26 0.93
97 77 0.93
92 28 0.96
77 30 0.78
52 38 0.8
16 21 0.98
41 63 0.76
27 4 0.95
34 42 0.83
95 64 0.77
14 0 0.93
77 10 0.85
58 2 0.84
35 69 0.77
56 31 0.79
90 2 0.76
36 67 0.99
18 7 0.88
21 20 0.83
54 37 1.0
53 49 0.85
25 75 0.85
70 21 0.78
18 21 0.87
79 4 0.93
100 66 0.86
