50 100 5 15
87 88
86 73
66 26
64 87
36 95
45 51
15 44
86 56
44 39
44 100
75 65
32 17
19 79
32 31
95 95
97 10
41 99
72 82
66 2
81 27
61 17
15 19
81 6
39 99
72 32
100 91
37 7
93 48
33 54
7 64
35 52
58 27
14 77
86 62
1 46
36 70
45 25
30 88
72 44
84 11
78 77
3 48
88 23
77 97
1 12
32 65
10 64
12 46
99 42
62 11
58 24 0.86
34 72 0.75
61 89 0.99
86 31 0.77
76 43 0.78
8 27 0.95
34 39 0.87
43 37 0.78
53 74 0.98
57 91 0.79
62 50 0.88
68 77 0.86
31 8 0.76
0 81 0.95
1 53 0.84
38 41 0.94
86 98 0.96
77 48 0.78
9 7 0.93
21 1 0.9
39 48 0.95
25 57 0.85
78 61 1.0
2 52 0.8
82 86 0.88
74 99 0.77
53 17 0.85
85 65 0.82
92 67 0.8
45 45 0.94
96 60 0.98
51 18 0.94
18 19 0.77
33 35 0.8
42 25 0.94
30 19 0.78
21 79 0.92
73 16 0.82
29 33 0.92
26 1 0.84
83 77 0.79
45 52 1.0
11 39 0.91
6 1 0.93
98 57 0.89
44 4 0.99
27 97 0.88
69 18 0.99
0 57 0.83
96 42 0.99
52 3 0.84
79 72 0.9
28 51 0.8
98 49 0.75
10 32 0.96
12 73 0.81
64 62 0.81
91 74 0.77
13 93 0.85
18 5 0.95
29 10 0.91
35 96 0.75
60 38 0.75
94 81 0.96
92 1 0.82
20 7 0.76
28 38 0.9
98 21 0.98
31 81 1.0
20 48 0.95
96 54 0.97
16 97 0.88
60 95 0.93
97 67 0.77
83 88 0.89
46 50 0.93
48 1 0.95
22 65 0.86
8 7 0.92
80 51 0.76
58 52 0.95
4 62 0.93
61 79 0.98
39 92 0.92
91 92 0.77
32 21 0.87
54 96 0.86
12 76 0.94
26 19 0.85
16 85 0.93
100 31 0.99
11 96 0.89
2 55 0.85
38 22 0.81
33 78 1.0
24 3 0.88
21 11 0.85
72 12 0.98
94 82 0.82
53 44 0.8
