20 50 10 20
35 39
67 68
31 7
82 42
21 19
43 42
12 20
90 43
11 99
5 68
12 98
43 31
54 68
74 25
4 81
76 37
36 95
100 43
92 1
18 61
37 97 0.88
87 4 0.94
24 34 0.78
21 61 0.86
5 58 0.91
78 86 0.75
83 79 0.91
92 81 0.8
45 3 0.8
2 43 0.91
82 59 0.9
40 62 0.75
54 76 0.85
75 5 0.97
29 77 0.76
41 82 0.82
33 87 0.81
94 56 0.96
5 27 1.0
6 78 0.87
8 36 0.76
53 46 0.96
83 23 1.0
13 34 0.86
68 1 0.89
17 39 0.75
18 35 0.96
0 53 0.89
31 58 0.84
26 5 0.98
63 60 0.96
30 49 0.91
81 98 0.82
85 96 0.88
53 89 0.9
74 83 0.93
1 18 0.88
68 70 0.84
16 6 0.79
7 31 0.9
77 67 0.96
86 84 0.8
98 6 0.76
45 46 0.88
27 26 0.84
68 92 0.88
28 32 0.79
96 35 0.8
18 53 0.84
96 52 0.83
