50 100 25 15
16 89
100 21
99 68
61 81
5 76
75 13
83 32
44 77
75 9
58 62
3 34
24 94
89 5
85 49
60 36
21 67
21 50
22 24
90 30
38 92
96 8
16 78
78 8
15 52
36 62
88 76
50 10
86 62
25 72
9 61
18 31
25 39
27 99
25 58
36 28
2 76
0 41
92 61
15 75
78 100
78 0
13 23
45 52
62 7
64 75
9 81
37 58
48 64
91 24
56 87
41 5 0.99
91 3 1.0
82 83 0.89
82 48 0.97
5 38 0.85
86 65 0.78
82 3 0.91
51 56 0.83
49 100 0.78
87 54 0.87
8 99 0.78
62 76 0.87
17 20 0.75
94 53 0.99
77 10 0.76
28 95 0.8
59 95 0.8
43 67 0.98
2 17 0.96
64 24 0.87
1 96 0.84
82 91 0.82
90 63 0.96
62 13 0.76
80 92 0.92
76 40 0.83
64 48 0.8
35 40 0.84
73 60 0.87
15 57 0.9
95 42 0.76
70 97 0.76
90 37 0.75
70 72 0.97
20 35 0.79
22 91 0.94
93 12 0.79
1 4 0.95
84 95 0.87
15 35 0.94
40 56 1.0
73 6 0.8
1 78 0.98
83 52 0.75
29 30 0.88
95 67 0.81
79 30 0.89
16 91 0.75
60 100 0.76
73 74 0.88
78 82 0.81
53 15 0.75
84 98 0.77
4 52 0.83
23 95 0.82
42 87 0.98
42 37 0.9
77 71 0.91
36 85 0.98
34 15 0.97
5 13 0.86
90 96 0.79
12 68 0.81
39 4 0.83
91 2 0.9
48 12 0.88
38 74 0.95
40 98 0.83
54 88 1.0
14 4 0.88
49 53 0.96
13 31 0.85
88 67 0.75
26 50 0.91
4 6 0.8
23 34 0.8
22 48 0.86
29 14 0.8
75 67 0.8
11 89 0.89
61 19 0.8
37 67 0.78
41 74 0.78
59 14 0.97
85 87 0.87
4 100 0.75
63 54 0.89
68 2 0.84
78 19 0.75
15 63 0.84
26 23 0.83
7 6 0.79
91 92 0.76
47 69 0.94
96 44 0.86
79 68 0.75
97 39 0.96
17 38 0.92
18 76 0.85
70 58 0.78
