20 50 2 20
41 80
76 64
7 89
46 72
14 12
63 68
40 20
79 87
89 63
62 3
41 2
88 45
5 98
55 64
84 67
13 9
65 54
76 86
68 16
76 53
83 9 0.81
83 79 0.94
58 87 0.78
97 37 0.84
21 92 0.8
68 81 0.81
78 50 0.84
14 5 0.98
98 52 0.9
48 11 0.86
56 20 0.75
13 7 0.79
76 75 0.98
0 89 0.95
44 99 0.91
35 65 0.85
74 69 0.87
8 73 1.0
81 69 0.77
48 99 0.89
58 21 0.93
40 70 0.8
42 46 1.0
66 9 0.89
23 51 0.97
67 90 0.86
96 77 0.91
27 8 0.96
12 46 0.81
1 86 0.96
96 93 0.86
24 0 0.96
63 80 0.88
64 53 0.75
61 61 0.83
24 7 0.78
76 33 0.96
56 43 0.78
15 29 0.75
22 9 0.93
74 74 0.95
63 65 0.86
27 90 0.84
75 20 0.84
22 96 0.93
93 42 0.82
32 46 0.91
15 47 0.76
85 10 1.0
77 79 0.89
