20 50 10 20
82 73
78 84
97 91
97 98
15 68
61 10
33 88
73 77
100 3
47 62
55 16
34 47
38 45
96 41
2 30
26 65
51 70
40 70
58 28
15 10
86 63 1.0
42 84 0.93
46 66 0.79
78 76 0.95
94 74 0.97
73 80 0.81
52 80 0.84
23 43 0.94
63 41 0.96
27 70 0.82
54 71 0.9
63 54 0.88
80 92 0.93
84 16 0.92
7 45 0.78
25 78 0.96
14 74 0.82
7 99 1.0
56 92 0.94
69 100 0.91
80 4 0.78
98 62 0.82
38 5 0.99
0 49 0.93
47 94 0.97
77 79 0.75
48 14 0.94
50 6 0.87
57 9 1.0
61 44 0.93
72 57 0.97
17 83 0.89
3 19 0.91
67 74 0.83
53 25 0.81
43 1 0.95
37 76 0.92
88 66 0.98
30 93 0.77
44 61 0.82
1 68 0.94
58 46 0.93
54 59 0.96
35 23 0.85
83 20 0.86
81 67 0.9
78 97 0.91
63 94 0.8
49 18 0.87
42 19 0.97
