20 50 10 20
56 70
92 80
28 39
76 99
29 96
14 61
78 82
75 13
7 57
6 58
23 0
19 29
72 18
82 18
76 81
76 38
26 100
43 26
14 100
37 46
38 51 0.96
9 3 0.98
19 62 0.92
73 2 0.76
11 31 0.8
95 74 0.97
26 91 0.9
10 84 0.88
11 82 0.9
84 9 0.81
90 89 0.93
96 10 0.82
3 99 0.96
85 1 0.76
32 26 0.8
95 67 0.95
57 83 0.81
3 17 0.96
22 91 0.76
60 7 0.84
99 47 0.79
18 71 0.89
7 42 0.99
38 61 0.81
24 54 0.82
90 20 1.0
91 87 0.78
25 5 0.94
17 21 0.92
96 88 0.8
80 2 0.97
45 30 0.98
84 61 0.92
14 96 0.9
20 32 0.83
96 62 0.9
72 10 0.76
44 51 0.96
23 19 0.92
87 90 0.78
93 61 0.89
25 15 0.77
19 16 0.89
78 61 0.93
67 19 0.85
91 69 0.78
40 75 0.81
50 59 0.77
82 100 0.87
9 84 0.79
