20 50 5 20
65 31
71 12
95 66
67 10
94 85
98 55
32 93
86 43
34 4
39 66
12 84
50 15
3 90
55 88
55 31
22 26
29 88
95 100
40 8
5 36
69 35 0.76
14 84 0.95
8 11 0.79
79 73 0.93
20 6 0.94
90 69 0.94
54 92 0.75
89 85 0.94
31 87 0.94
85 11 0.81
36 11 0.8
71 81 0.85
15 25 0.89
64 72 0.79
2 68 0.83
57 79 0.91
24 75 0.99
62 17 0.77
22 63 0.93
25 58 0.76
89 92 0.99
32 35 0.88
93 73 0.91
14 73 0.99
90 7 0.82
20 55 0.86
55 53 0.8
59 95 0.79
80 98 0.96
44 10 0.81
40 21 0.98
34 6 0.92
3 81 0.94
70 88 0.75
91 35 0.95
66 24 0.75
16 1 0.99
86 22 0.85
62 48 0.99
65 68 0.8
52 62 0.98
60 7 0.75
25 4 0.91
52 52 0.85
44 16 0.75
55 57 0.89
39 37 0.8
56 65 0.82
5 59 1.0
21 40 0.91
