50 100 25 15
66 59
39 99
43 66
86 91
82 58
47 39
45 24
29 100
43 53
15 55
87 50
50 69
12 62
56 45
98 37
76 88
22 16
85 71
5 23
68 56
71 75
10 47
76 48
24 0
1 71
28 24
51 22
73 33
64 69
89 8
43 85
41 15
56 82
7 58
85 95
15 75
8 72
34 74
20 31
68 32
80 52
47 11
71 69
92 25
56 14
100 87
79 84
73 63
20 79
76 78
81 60 0.94
16 0 0.82
26 67 0.84
51 20 0.8
14 49 0.76
23 69 0.9
10 46 0.97
77 97 0.76
5 58 0.83
72 8 0.98
38 11 0.75
68 79 1.0
44 23 0.8
49 63 0.84
20 77 0.83
77 77 0.99
91 71 0.88
27 22 0.84
87 55 0.86
97 26 0.99
62 19 0.89
85 36 0.94
35 8 0.98
61 0 0.95
74 91 0.89
98 10 0.77
87 4 0.85
69 76 0.89
53 72 0.92
1 22 0.99
41 47 0.98
34 34 0.95
24 88 0.77
48 84 0.75
72 78 0.84
53 15 0.99
100 98 0.83
60 38 0.89
77 48 0.95
52 22 0.85
30 82 0.95
9 100 0.84
0 46 0.89
28 12 0.99
40 71 0.88
57 26 0.93
26 8 0.75
77 9 0.94
37 2 0.85
74 38 0.83
62 76 0.79
16 3 0.89
29 44 0.82
31 72 0.95
95 25 0.92
90 9 0.92
5 8 0.95
7 100 0.86
100 88 0.91
49 32 0.82
67 1 0.93
82 2 0.9
53 98 0.9
54 98 0.9
7 3 0.91
67 64 0.96
19 13 0.95
7 76 0.82
13 98 0.82
24 36 0.85
69 34 0.82
86 25 0.91
74 5 0.98
92 70 0.89
24 37 0.95
92 46 0.87
76 15 0.94
53 91 0.76
64 66 0.78
56 10 0.75
95 70 0.79
7 32 0.81
6 88 0.84
94 16 0.88
53 2 0.91
82 59 0.89
8 11 0.83
4 25 0.76
58 84 0.82
9 55 0.86
2 20 0.75
57 67 0.88
41 36 0.86
30 62 0.93
29 85 0.79
57 20 0.96
13 54 0.89
90 62 0.84
27 55 0.78
4 0 0.81
