50 100 5 15
57 73
87 87
86 2
62 97
76 62
84 56
32 72
20 86
62 76
32 92
61 33
92 88
25 9
23 86
82 52
22 89
29 0
3 73
53 39
62 84
2 85
32 48
49 14
82 64
63 33
85 90
18 82
42 1
53 40
10 7
42 20
100 84
37 40
86 43
86 57
38 59
43 19
73 57
6 40
75 75
54 41
1 41
13 34
0 23
92 72
35 46
0 17
96 14
27 52
90 57
41 85 0.89
79 35 0.83
52 85 0.83
25 81 0.78
3 14 0.87
100 82 0.85
79 55 0.77
90 28 0.98
53 81 0.99
79 92 0.98
10 60 0.85
76 17 0.92
30 55 0.83
19 63 0.79
87 98 0.91
31 74 0.86
36 36 1.0
22 25 0.93
93 28 0.98
69 99 0.96
29 53 0.95
82 9 0.77
31 81 0.75
99 76 0.91
75 50 0.77
10 65 0.94
90 97 0.76
50 72 0.79
22 3 0.94
73 51 0.81
70 22 0.94
8 49 0.91
64 92 0.9
82 98 0.95
1 18 0.79
100 74 0.91
65 80 0.98
57 62 0.98
61 79 0.78
2 15 0.85
70 11 0.92
93 76 0.9
18 31 0.87
25 88 0.9
54 31 0.78
49 75 0.86
36 66 1.0
36 15 0.96
17 34 0.9
100 2 0.9
44 53 0.93
70 35 0.9
2 30 0.8
71 61 0.77
24 43 0.86
47 36 0.88
70 8 0.79
89 99 1.0
21 49 0.98
96 62 1.0
26 51 0.94
53 25 0.77
24 93 0.95
24 34 0.8
87 62 0.83
100 39 0.91
13 2 0.98
38 11 0.92
18 7 0.81
51 21 0.99
67 86 0.79
71 15 0.8
37 56 0.83
60 59 0.92
80 89 0.93
2 58 0.79
64 17 0.87
91 17 0.92
84 96 0.78
61 68 0.82
98 21 0.83
22 68 0.99
81 61 0.92
86 10 0.93
73 12 0.93
64 49 0.95
16 79 0.77
51 4 0.93
86 85 0.86
7 54 0.76
60 0 0.86
55 73 0.89
9 22 0.75
74 98 0.92
77 48 0.96
3 25 0.83
64 58 0.9
30 76 0.76
6 98 0.75
71 81 0.78
