50 100 5 15
13 34
29 37
14 93
8 67
90 76
6 44
70 39
95 88
65 3
52 56
44 58
70 51
98 98
0 18
26 28
82 81
21 12
83 27
70 86
51 20
11 22
12 33
28 46
60 23
49 56
52 59
93 99
94 12
17 22
61 56
88 75
39 32
88 85
58 89
43 63
27 34
24 64
30 88
10 16
61 61
70 71
48 82
76 93
5 25
40 3
39 43
48 87
9 54
68 67
95 56
27 73 0.91
66 89 0.78
9 27 0.92
23 78 0.93
23 54 0.85
7 79 0.76
83 81 0.99
58 28 0.99
78 7 0.92
73 4 0.98
8 56 0.77
2 30 0.89
17 96 0.79
10 4 0.93
72 20 0.88
73 53 0.83
13 26 0.87
51 46 0.95
22 65 0.9
68 74 0.93
63 5 0.93
93 35 0.99
46 51 1.0
53 65 0.86
8 22 0.9
53 62 0.86
6 46 0.85
8 63 0.78
71 84 0.95
72 76 0.82
77 33 0.88
91 98 0.75
19 93 0.78
88 98 0.84
38 89 0.8
81 98 0.91
39 40 0.82
30 80 0.94
3 8 0.79
41 62 0.94
94 65 0.87
28 19 0.82
80 86 0.76
88 43 0.96
49 6 0.76
49 53 0.9
30 87 0.89
54 56 0.8
56 67 0.83
98 73 0.87
18 14 0.92
33 43 0.93
55 90 0.85
67 53 0.97
78 9 0.87
51 53 0.95
87 16 0.88
77 31 0.93
10 34 0.77
51 97 0.86
77 98 0.79
7 68 0.93
52 98 0.75
35 22 0.79
14 12 0.93
26 73 0.96
54 100 0.78
87 95 0.79
11 58 1.0
60 16 0.96
20 25 0.86
85 71 0.84
5 89 0.84
60 100 0.82
74 6 0.91
34 51 0.81
10 49 0.79
0 81 0.89
29 41 0.78
48 0 0.93
64 71 0.9
67 82 0.94
48 17 0.88
76 20 0.98
40 8 0.94
72 78 0.92
48 77 0.92
69 66 0.93
33 98 0.97
66 47 0.87
92 73 0.78
67 72 0.89
78 92 0.95
67 49 0.75
39 9 0.88
30 35 0.9
96 81 0.83
99 33 0.93
15 92 0.87
17 35 0.96
