20 50 10 20
61 18
26 7
10 60
75 4
2 71
84 62
99 6
77 8
11 57
82 58
30 12
12 23
11 9
64 89
48 87
73 40
84 76
42 67
13 70
8 58
94 79 0.96
18 20 0.98
47 18 0.79
100 45 0.92
22 99 0.9
43 68 0.98
32 83 0.91
97 88 0.92
35 27 0.98
11 78 0.87
8 21 0.94
17 9 0.8
25 8 0.87
57 15 0.81
75 68 0.93
64 32 0.78
66 12 0.9
90 99 0.86
83 76 0.92
99 48 0.81
86 42 0.92
43 73 0.78
96 83 0.75
15 75 0.92
26 1 0.82
48 4 0.82
86 54 0.99
31 29 0.86
99 10 0.8
91 45 0.94
95 62 0.84
92 37 0.88
83 49 0.98
92 65 0.86
71 41 0.94
4 35 0.99
74 78 0.87
55 18 0.81
90 22 0.84
26 6 0.76
47 87 0.87
32 84 0.92
43 58 1.0
15 9 1.0
18 34 0.89
68 77 0.8
60 20 0.88
27 86 0.75
86 31 0.91
74 33 0.75
