50 100 25 15
69 87
98 81
20 20
36 12
99 80
55 11
81 32
29 1
61 7
96 69
6 99
79 79
98 82
50 18
54 62
61 10
98 28
79 33
5 56
22 10
3 46
68 11
58 18
95 50
23 54
80 56
78 0
86 28
7 60
100 99
23 39
48 55
72 8
83 100
34 3
15 85
6 76
47 80
57 97
54 41
90 24
57 38
51 36
46 60
76 76
67 2
52 98
51 29
18 7
29 7
94 87 0.85
39 15 1.0
100 30 0.97
51 52 0.9
36 23 0.95
89 80 0.86
27 73 0.87
86 39 0.82
60 42 0.76
34 91 0.98
42 88 0.97
51 73 0.97
40 43 0.93
99 57 0.93
30 65 0.86
98 83 0.99
13 26 0.88
69 94 0.98
64 5 0.76
75 4 0.94
55 39 0.97
92 30 0.97
85 55 0.92
95 13 0.87
63 54 0.76
68 22 0.92
72 24 0.98
50 66 0.9
46 4 0.96
36 65 0.94
28 26 0.87
59 35 0.86
78 81 0.83
100 62 0.8
54 61 0.76
83 85 0.94
14 89 1.0
88 88 0.75
12 60 0.96
30 29 0.9
43 17 0.78
57 12 0.86
7 5 0.9
2 15 0.84
12 2 0.95
97 92 0.76
71 31 0.96
82 0 0.85
31 22 0.83
54 28 0.89
91 39 0.83
6 78 0.76
56 88 0.84
71 90 0.95
96 8 0.93
65 87 0.77
69 40 0.82
89 25 0.83
92 40 0.89
88 3 0.83
10 78 0.81
20 34 0.92
93 62 0.82
36 34 0.94
33 56 0.84
27 58 0.93
14 94 1.0
44 19 0.85
39 76 0.96
86 46 0.82
25 27 0.75
1 69 0.9
41 45 1.0
79 82 0.84
32 44 0.89
26 100 0.92
11 10 0.9
49 38 0.9
93 96 0.77
73 66 0.92
91 17 0.75
99 11 0.83
82 41 0.85
77 65 0.95
55 13 0.92
47 55 0.94
74 22 0.96
63 69 0.96
62 3 0.95
75 81 0.85
0 94 0.98
76 20 1.0
95 45 0.89
98 52 0.8
89 76 0.8
35 85 0.82
83 16 0.95
97 68 0.87
87 78 0.98
20 96 0.98
