50 100 25 15
52 9
54 75
72 76
75 91
17 15
4 92
11 21
14 78
74 82
44 81
77 13
99 96
86 83
73 51
21 75
66 96
38 94
71 1
61 4
87 34
5 94
76 70
39 98
8 82
74 74
10 91
15 97
59 77
36 38
71 55
13 76
85 92
10 73
94 87
26 97
15 89
96 25
74 60
57 30
22 33
76 39
84 69
93 4
49 32
10 97
95 90
39 53
6 63
75 14
43 92
54 77 0.92
16 6 0.83
72 31 0.89
10 36 0.79
65 58 0.81
25 40 0.81
65 77 0.99
34 86 0.97
4 39 0.93
75 96 0.8
66 77 0.89
29 71 0.88
27 62 0.81
4 80 0.89
34 97 0.86
93 10 0.79
41 15 0.96
4 100 0.98
11 62 0.98
8 56 0.84
44 88 0.78
5 57 0.93
24 36 0.85
65 4 0.76
47 92 0.88
75 7 0.95
99 81 0.94
33 78 0.82
58 70 0.93
20 48 0.88
1 32 0.99
18 20 0.75
98 54 0.84
63 79 0.81
64 39 0.75
54 68 0.86
92 66 0.99
82 45 0.96
93 42 0.97
41 10 0.93
44 73 0.77
13 43 0.85
32 12 0.92
12 58 0.98
79 31 0.75
46 72 0.99
16 0 0.78
27 87 1.0
37 75 0.76
57 11 0.95
94 6 0.81
62 44 0.85
41 66 0.83
73 84 0.87
74 42 0.99
60 30 0.93
14 38 0.83
5 3 0.96
56 53 0.98
13 7 0.78
47 62 0.85
63 99 0.75
3 47 0.82
90 70 0.85
60 73 0.92
45 38 0.75
85 25 0.82
78 68 0.88
87 51 0.97
43 82 0.77
77 33 0.96
91 19 0.87
35 12 0.92
55 54 0.88
98 48 0.92
96 84 0.81
94 73 0.93
13 4 0.79
6 97 0.78
71 27 0.93
31 76 0.99
71 19 0.92
93 33 0.97
22 53 0.77
98 12 0.89
49 62 0.88
78 47 0.81
18 51 0.82
28 95 0.89
60 16 1.0
8 83 0.97
11 11 0.8
94 71 0.92
78 75 0.79
23 22 0.86
94 65 0.99
7 3 0.87
77 79 0.92
1 76 0.88
23 97 0.82
