50 100 13 15
81 12
70 60
5 63
86 79
88 19
65 0
2 2
19 45
90 96
2 25
88 33
18 42
67 48
4 72
12 62
16 25
38 90
91 39
71 3
1 80
18 92
72 21
98 23
66 72
51 21
63 33
0 16
16 4
84 94
26 50
76 29
77 65
51 7
46 0
29 72
19 81
30 98
8 54
26 78
33 62
100 27
18 24
85 31
50 94
44 42
35 93
30 86
17 85
67 15
45 8
59 73 0.86
0 35 0.97
72 38 0.81
97 65 1.0
44 89 0.84
15 19 0.99
85 35 0.96
45 66 0.9
4 74 0.83
94 33 0.91
61 37 0.92
68 89 0.77
74 37 0.78
53 94 0.78
91 95 0.95
34 8 0.95
5 70 0.97
98 24 0.85
66 93 0.99
100 96 0.84
96 85 0.81
8 59 0.82
37 93 0.75
7 46 0.86
31 39 0.87
70 11 0.78
32 29 0.8
66 91 0.93
15 6 0.78
86 54 0.77
12 49 0.86
3 52 0.92
65 22 0.86
22 63 0.82
22 96 0.86
31 51 0.91
68 24 0.8
34 78 0.81
52 1 0.81
42 32 0.86
23 10 0.88
16 61 0.8
82 65 0.99
80 9 0.94
47 8 0.94
79 24 0.78
62 96 0.91
78 4 0.79
7 22 0.96
92 70 0.75
82 29 0.92
84 59 0.81
7 53 0.89
89 17 0.89
21 65 0.77
74 16 0.91
99 59 0.75
95 64 0.87
1 57 0.98
92 16 0.95
79 10 1.0
79 59 0.97
81 37 0.99
76 88 0.83
26 1 0.93
60 68 0.77
94 14 0.82
11 43 0.79
97 6 0.85
29 85 1.0
7 17 0.82
38 80 0.79
55 38 0.93
60 5 0.93
81 81 0.93
61 80 0.96
93 9 0.83
78 59 0.99
91 96 0.98
72 26 0.89
10 17 0.85
8 58 0.76
11 97 0.95
67 90 0.75
60 70 0.88
48 36 0.77
99 42 0.8
7 68 0.86
83 90 0.83
89 41 0.92
100 51 0.82
18 25 0.91
36 10 1.0
9 96 0.78
13 57 0.77
20 40 0.86
37 86 0.81
64 60 0.95
93 3 0.83
19 0 0.77
