20 50 10 20
31 62
13 96
31 88
98 59
4 43
11 44
39 2
3 89
91 2
85 9
24 5
62 62
45 38
23 14
0 92
24 49
55 4
20 74
89 85
75 55
94 59 0.91
18 100 0.79
47 80 0.79
43 55 0.76
1 5 0.98
61 87 0.95
11 20 0.97
64 44 1.0
28 96 0.99
33 89 0.83
25 52 0.93
62 90 0.86
2 84 0.82
30 4 0.84
16 69 0.92
33 29 0.86
34 64 0.82
6 31 0.99
4 72 0.87
38 70 0.8
87 13 0.92
34 70 0.77
26 37 1.0
70 36 0.76
69 12 0.77
42 39 0.82
52 12 0.98
44 76 0.8
85 96 0.97
72 81 0.83
62 85 1.0
83 72 0.99
13 13 0.98
43 81 0.96
27 75 0.89
100 52 0.94
87 5 1.0
17 6 0.88
42 71 0.96
97 24 0.9
27 89 0.89
93 36 1.0
48 45 0.83
47 52 0.98
53 98 0.96
35 83 0.99
21 0 0.91
62 29 0.75
76 98 0.98
59 31 0.9
