50 100 13 15
3 47
68 11
15 100
66 8
57 34
66 48
75 55
81 37
59 0
77 20
34 32
25 38
48 47
44 61
92 72
30 50
7 36
75 75
0 73
56 19
83 78
98 86
38 51
60 78
54 36
45 33
26 41
42 93
0 94
72 54
87 33
73 62
37 41
48 51
9 43
96 66
9 71
71 14
62 95
53 9
43 83
12 32
19 27
28 6
35 100
65 88
71 19
41 75
66 18
19 53
24 21 0.96
26 39 0.98
48 82 0.86
44 2 0.95
43 34 0.76
55 13 0.89
52 12 0.89
87 77 0.9
88 43 0.76
46 98 0.9
65 65 0.8
63 3 0.8
17 49 0.81
85 57 0.99
40 96 0.83
89 26 0.85
54 91 0.84
0 7 0.91
80 0 0.84
75 97 0.76
92 30 0.76
23 45 0.78
27 15 0.84
18 91 0.83
46 82 0.93
6 15 0.91
96 0 0.89
48 80 0.87
80 84 0.82
11 93 0.81
76 70 0.88
92 85 0.78
19 64 0.77
55 48 0.75
52 17 0.75
28 73 0.8
81 36 0.76
58 45 0.77
66 44 0.91
73 6 0.8
81 17 0.77
55 72 1.0
66 72 0.9
20 65 0.76
93 96 0.76
45 36 0.77
25 75 0.86
73 37 0.92
78 39 0.98
6 55 0.76
22 14 0.8
75 37 0.75
61 2 0.86
92 88 0.99
57 72 0.95
95 11 0.89
39 37 0.76
96 39 0.76
95 30 0.96
99 55 0.75
51 97 0.86
29 58 0.81
35 9 1.0
8 48 0.95
81 71 0.77
9 44 0.77
24 37 0.78
69 72 0.96
66 28 0.75
65 31 0.77
88 61 0.78
55 77 0.87
37 44 0.8
50 21 1.0
2 73 0.96
44 39 0.9
75 86 0.97
37 23 0.99
86 73 0.85
42 51 0.94
91 58 1.0
8 20 0.87
57 41 0.96
46 2 0.81
81 41 0.9
87 21 0.9
51 50 1.0
9 56 0.89
49 71 0.84
30 28 0.8
61 100 0.88
3 15 0.92
34 73 0.96
51 57 0.82
37 69 0.97
99 57 0.83
59 44 0.92
86 94 0.79
48 67 0.75
92 12 0.84
