50 100 25 15
45 79
5 42
85 7
11 43
12 12
87 11
33 7
84 100
40 73
13 99
39 9
3 1
51 10
7 78
39 18
50 89
85 5
85 49
26 66
78 87
57 69
34 44
68 86
85 41
1 60
22 33
47 63
9 74
29 43
58 100
76 1
65 1
52 6
18 21
47 98
5 10
69 98
58 12
8 97
71 62
98 13
18 47
99 3
74 33
0 12
54 11
26 30
93 28
0 67
23 1
60 7 0.77
71 40 0.82
25 18 0.76
63 38 0.75
89 70 0.91
82 54 0.84
51 36 0.75
43 17 0.97
17 85 0.85
12 69 0.94
13 90 0.82
14 25 1.0
12 55 0.85
39 98 0.82
7 8 0.93
38 77 0.98
36 92 0.9
13 71 0.91
86 36 0.99
76 40 0.95
26 64 1.0
89 43 0.91
71 69 0.81
59 29 0.94
41 51 0.78
48 24 0.9
35 73 0.93
60 57 0.89
23 76 0.88
9 28 0.82
46 39 0.76
38 34 1.0
22 21 0.76
0 0 1.0
16 29 0.89
6 17 0.96
31 96 0.97
15 89 0.9
67 78 0.91
21 89 0.89
29 27 0.99
45 12 0.86
74 42 0.84
75 72 0.88
63 74 0.75
64 90 0.77
6 82 0.77
71 64 0.87
70 14 0.85
78 10 0.87
98 64 0.89
17 15 0.9
86 98 0.78
37 98 0.78
75 98 0.76
45 10 1.0
58 22 0.98
77 97 0.83
78 24 0.92
19 2 0.81
24 14 0.89
70 48 0.89
10 55 0.78
76 59 0.91
37 61 0.8
27 100 0.91
23 52 0.96
56 98 0.86
69 91 0.9
7 80 0.92
62 52 0.86
27 75 0.8
30 35 0.97
80 50 0.97
25 39 1.0
71 95 0.95
1 56 0.94
41 65 0.81
72 87 0.95
62 64 0.88
85 73 0.77
62 73 0.88
78 97 0.94
44 0 0.98
42 72 0.99
6 96 0.88
59 84 0.86
34 18 0.85
31 48 0.99
32 60 0.88
18 33 0.93
19 36 0.83
77 70 0.85
57 95 0.88
11 35 0.81
66 29 0.95
14 51 0.89
90 91 0.92
79 34 0.93
62 84 0.88
