20 50 2 20
77 80
69 48
29 7
62 15
87 34
4 81
11 48
64 83
26 30
14 21
55 99
14 72
15 85
90 21
86 62
52 66
57 17
87 52
78 1
91 100
11 3 0.97
34 31 0.94
78 49 0.84
42 61 0.85
53 42 0.92
82 8 0.85
38 47 0.75
73 42 0.96
52 78 0.82
30 0 0.83
76 13 0.96
90 86 0.93
77 58 0.89
88 39 0.91
70 70 0.79
39 97 0.82
30 19 0.97
92 33 0.79
93 34 0.86
12 51 0.75
46 32 0.85
73 76 0.82
87 72 0.86
42 9 0.88
60 6 0.98
89 66 0.83
35 35 0.91
72 40 0.77
77 76 0.94
43 32 0.93
38 89 0.88
4 42 0.99
87 61 0.81
9 5 1.0
93 93 0.89
42 50 0.82
77 32 0.83
30 23 0.87
91 36 0.76
27 31 0.93
20 74 0.9
93 88 0.79
79 40 0.77
7 68 1.0
22 90 0.8
49 82 1.0
64 95 0.86
78 100 0.89
99 10 0.96
88 82 0.89
