20 50 10 20
78 65
24 86
12 0
37 5
98 0
54 68
90 77
10 39
18 59
48 44
16 47
48 50
53 83
81 92
37 61
62 34
25 72
50 21
28 22
3 69
68 94 0.95
43 13 0.85
44 89 0.79
79 49 0.98
14 68 1.0
37 81 0.89
36 80 0.92
62 83 0.85
93 62 0.82
51 86 0.96
10 2 0.81
87 20 0.91
59 2 0.89
82 75 0.81
23 62 0.89
84 64 0.86
1 79 0.75
19 65 0.85
22 42 0.91
8 39 0.83
14 39 0.92
74 85 0.78
34 69 0.84
97 49 0.99
9 87 0.79
63 1 0.89
25 39 0.85
86 91 0.94
37 83 0.76
25 61 0.88
49 45 0.89
91 52 0.77
13 88 0.84
81 75 0.76
34 4 0.84
96 77 0.89
84 100 0.89
11 32 0.79
97 58 0.86
8 58 0.76
57 91 0.83
49 10 0.8
50 70 0.96
62 22 0.9
45 59 0.92
88 75 0.75
41 7 0.91
62 93 0.89
74 50 0.86
18 3 0.76
