50 100 13 15
48 93
59 16
59 41
4 45
90 33
87 20
27 100
35 83
5 70
94 47
21 52
37 33
98 45
47 80
92 95
78 60
2 20
100 88
3 64
6 2
32 44
9 48
48 45
69 96
40 61
84 4
44 64
77 18
79 92
100 81
50 86
88 72
42 39
5 41
59 15
38 68
81 39
54 23
21 94
7 15
13 1
59 67
40 92
76 55
69 72
93 79
42 20
87 92
0 92
96 61
0 85 0.85
20 11 0.83
82 22 0.83
21 37 1.0
69 22 1.0
9 94 0.92
79 84 0.99
73 97 0.79
33 76 0.8
13 55 0.91
56 91 0.86
81 26 0.77
57 33 0.99
25 83 0.99
93 17 0.81
4 32 0.83
39 8 0.96
60 85 0.76
52 97 0.94
46 76 0.79
12 6 0.9
95 1 0.88
69 77 0.86
27 25 0.79
92 73 0.95
74 0 1.0
45 23 0.91
18 21 0.94
62 36 0.9
64 46 0.93
16 18 0.85
89 7 0.8
30 38 0.97
15 8 0.8
52 48 0.88
4 56 0.84
12 94 0.89
14 72 0.79
92 4 0.98
14 83 0.84
11 41 0.77
31 3 0.97
85 92 0.93
99 87 0.97
19 36 0.9
77 19 0.86
45 34 0.85
85 35 0.9
66 52 0.75
57 58 0.97
54 13 0.94
72 77 0.91
61 12 0.97
38 77 0.77
22 19 0.93
66 16 0.96
83 24 0.95
66 94 0.94
62 39 0.86
76 74 0.9
9 8 0.75
74 46 0.81
18 26 0.85
68 1 0.82
17 27 0.78
27 57 0.87
96 38 0.79
20 1 0.91
57 54 0.98
89 31 0.8
48 56 0.85
96 8 0.97
90 21 0.79
74 34 0.91
25 92 0.8
89 58 0.79
80 17 0.99
97 3 0.9
79 96 0.86
76 25 0.85
4 90 0.94
70 69 0.88
80 56 1.0
84 95 0.76
7 64 0.83
19 96 0.87
24 20 0.81
90 25 0.88
70 3 0.97
57 98 0.83
94 91 0.9
48 72 0.82
62 38 0.93
9 82 0.79
33 66 0.91
59 50 0.95
86 6 0.89
11 84 0.89
6 7 0.94
71 24 0.95
