50 100 25 15
31 71
41 37
15 28
44 95
98 28
61 52
97 48
90 60
30 96
43 8
13 33
67 45
27 86
25 75
89 26
37 72
15 55
76 43
13 58
92 45
20 62
7 78
24 60
87 9
67 89
2 13
57 20
53 35
82 58
7 96
14 92
41 1
96 36
13 73
46 63
74 37
80 18
76 97
42 34
27 62
4 2
64 57
48 2
74 68
97 14
30 45
8 3
74 45
26 45
49 32
84 16 0.89
85 43 0.77
53 41 0.98
99 92 0.91
25 20 0.86
81 93 0.96
74 51 0.85
62 97 0.77
39 10 0.92
95 35 0.91
87 5 0.98
6 49 0.81
96 69 0.89
82 26 0.84
49 100 0.88
98 50 0.92
46 18 0.95
58 90 0.9
84 80 0.79
34 25 0.89
90 2 0.79
79 43 0.87
87 51 0.76
77 100 0.94
7 79 0.89
30 67 0.89
79 53 0.8
81 44 0.8
77 33 0.91
98 84 0.98
96 7 0.91
77 90 0.95
14 51 0.89
72 13 0.97
3 67 0.75
82 13 0.88
17 38 0.87
74 81 0.86
37 56 0.83
15 49 0.86
28 17 0.78
32 73 0.87
81 27 0.92
5 82 0.99
97 24 0.81
57 52 0.79
34 1 0.95
67 3 0.87
77 64 0.83
54 56 0.92
71 46 0.94
87 8 0.75
26 58 0.85
92 8 0.89
92 80 0.78
23 29 0.96
43 53 0.95
50 66 0.96
17 57 0.91
73 57 0.87
11 8 0.84
69 82 0.95
58 72 0.76
7 71 0.95
95 67 0.88
0 2 0.96
48 46 0.82
14 20 0.87
74 5 0.86
25 43 0.9
91 79 0.98
54 68 0.87
20 10 0.95
60 26 0.98
1 7 0.99
52 91 0.85
92 34 0.94
33 99 0.83
58 50 0.78
90 86 0.83
41 58 0.97
57 27 0.94
78 45 0.8
12 80 0.77
48 54 0.86
96 88 0.82
69 58 0.77
89 39 0.94
67 60 0.95
78 36 0.98
64 63 0.86
60 45 0.78
50 29 0.75
81 76 0.91
56 45 0.78
84 10 0.84
47 52 0.78
30 3 0.82
1 81 0.94
62 14 0.99
