50 100 5 15
13 42
11 49
99 1
93 7
74 13
59 11
18 41
1 10
74 80
7 93
39 53
76 14
42 17
72 88
70 33
43 57
36 37
87 12
81 3
24 13
79 66
4 57
30 22
65 83
29 53
44 26
41 10
19 0
49 75
46 8
87 46
91 11
78 3
72 20
9 5
97 86
97 88
4 24
5 50
63 19
31 96
20 1
60 7
41 17
90 11
73 18
72 30
81 57
58 58
100 41
36 45 0.81
71 52 0.96
69 66 0.96
59 54 0.97
90 28 0.83
17 61 0.86
6 51 0.83
24 31 0.83
87 10 0.85
60 94 0.89
39 69 0.75
34 95 0.8
85 1 0.81
41 67 0.82
94 38 0.83
94 3 0.92
7 23 0.86
47 76 0.97
72 57 0.95
44 50 0.85
97 62 0.78
45 27 0.84
15 10 0.91
75 90 0.78
60 17 0.89
63 32 0.84
51 20 0.82
49 87 0.81
77 47 0.79
24 50 0.89
26 80 0.96
50 87 0.95
20 77 0.84
92 33 0.98
64 5 0.97
61 34 0.89
56 56 0.79
8 57 0.82
36 70 0.78
63 51 0.81
39 34 0.86
6 16 0.8
15 57 0.93
82 17 0.81
27 32 0.89
4 60 0.85
13 56 0.91
82 47 0.89
71 41 0.9
77 57 0.75
95 94 0.8
29 77 0.84
2 50 0.97
53 80 0.95
71 60 0.92
22 78 0.87
88 28 0.93
82 86 0.77
96 45 0.96
1 39 0.96
22 66 0.84
63 59 0.85
41 38 0.76
81 52 0.78
14 93 0.79
30 95 0.75
40 67 0.93
46 86 0.85
63 97 0.9
9 67 0.86
17 87 0.81
21 91 0.93
34 67 0.87
60 71 0.81
75 34 0.83
26 61 0.8
63 71 0.99
13 90 0.87
80 80 0.87
16 72 0.87
96 56 0.82
34 4 1.0
65 47 0.91
8 0 0.95
34 55 0.94
60 21 0.93
52 8 0.76
11 5 0.89
14 84 0.95
42 6 0.77
31 66 0.99
32 80 0.92
12 70 0.81
97 71 0.83
56 2 0.77
95 26 1.0
83 34 0.98
79 42 0.98
24 8 0.92
35 15 0.84
