20 50 5 20
8 65
85 6
2 66
44 96
65 40
19 28
19 61
2 42
99 73
29 77
89 11
30 9
19 6
72 6
75 96
14 95
24 95
24 40
54 70
50 20
10 100 0.91
86 18 0.97
41 100 0.86
77 13 0.97
38 21 0.77
27 56 0.91
30 35 0.88
50 52 0.77
43 52 0.89
22 71 0.92
30 20 0.94
93 86 0.92
32 29 0.84
30 32 0.83
9 78 0.96
11 17 0.81
68 17 0.99
2 96 0.96
11 62 1.0
61 5 0.77
50 58 0.95
52 53 0.92
69 98 0.81
89 74 1.0
1 74 0.93
24 44 0.92
11 50 0.81
57 48 1.0
98 75 0.85
27 36 0.83
13 61 0.82
29 44 0.76
21 73 0.86
45 10 0.92
88 28 0.99
1 46 0.86
26 54 0.98
17 16 1.0
87 14 0.89
31 16 0.76
84 71 0.92
3 95 0.78
87 30 0.79
45 76 0.87
4 86 0.86
33 31 0.75
48 3 0.86
21 38 0.76
59 94 0.83
78 80 0.78
