20 50 5 20
51 80
5 69
93 4
82 98
58 26
22 58
36 13
87 92
55 32
65 80
64 57
0 82
66 11
21 54
35 59
15 70
36 27
24 31
35 16
65 7
13 61 0.86
58 38 0.97
6 26 0.9
2 78 0.81
25 17 0.95
61 69 0.9
44 89 0.84
47 64 0.8
68 21 0.85
94 82 0.78
56 26 0.89
13 73 0.97
73 50 0.92
15 64 1.0
15 79 0.8
0 19 0.75
17 6 0.76
66 5 0.94
56 95 0.89
89 14 0.76
26 92 0.99
38 15 0.88
12 4 0.83
84 59 0.85
11 93 0.79
34 7 0.83
11 95 0.9
30 50 0.95
43 1 1.0
37 60 0.86
95 1 0.9
29 80 0.97
55 37 0.75
41 14 0.84
70 94 0.78
64 85 0.97
67 44 0.86
29 15 0.9
0 71 0.79
87 52 0.8
46 96 0.82
40 99 0.8
79 57 0.87
26 34 0.83
82 66 0.96
69 47 0.85
33 76 0.96
60 79 0.82
48 47 0.91
69 50 0.77
