20 50 10 20
63 93
23 58
91 40
100 4
14 82
60 26
74 41
34 80
31 65
50 10
50 8
90 16
37 73
67 79
84 42
100 17
72 61
56 69
17 68
39 27
54 17 0.89
27 19 1.0
15 60 0.8
34 2 0.93
99 13 0.99
1 78 0.75
14 62 0.81
45 15 0.81
10 48 0.97
97 86 0.79
88 82 0.88
78 74 0.94
27 93 0.85
38 48 0.89
81 49 0.86
16 58 1.0
37 88 0.95
48 95 0.98
42 6 0.84
93 89 0.93
40 9 0.99
69 61 0.83
59 81 0.94
89 92 0.86
64 20 0.92
38 88 0.87
89 35 0.99
4 69 0.87
31 71 0.97
0 11 0.77
82 49 0.8
94 66 0.95
22 19 0.84
50 35 0.78
67 63 0.98
62 28 0.76
63 80 0.76
62 47 0.93
42 54 0.84
83 21 0.99
75 32 0.76
40 58 0.94
51 0 0.99
92 97 0.92
85 85 0.76
83 4 0.99
97 82 0.81
8 72 0.98
45 97 0.83
6 98 0.92
