50 100 25 15
48 10
12 98
4 54
89 43
90 79
95 45
83 98
63 9
23 74
76 65
92 53
89 91
91 94
40 40
43 11
93 75
63 51
18 50
82 96
13 30
25 69
82 21
15 52
98 99
44 56
92 83
8 67
81 91
35 82
74 2
28 32
6 4
84 49
50 53
42 10
59 87
92 45
4 26
19 73
76 16
34 10
0 9
4 11
95 8
16 8
92 82
11 100
22 48
83 2
18 43
98 51 0.93
96 54 0.87
38 69 0.93
8 88 1.0
61 45 0.82
92 8 0.81
13 84 0.93
41 100 0.99
50 50 0.85
6 15 0.83
35 37 1.0
73 83 0.84
51 66 0.95
4 64 0.98
42 82 0.87
23 81 0.78
50 47 0.94
45 65 0.8
16 37 0.93
98 61 0.93
97 95 0.82
62 73 0.83
59 98 0.77
83 48 0.88
41 67 0.83
16 71 0.98
0 5 0.78
36 63 0.98
90 56 0.88
16 42 0.98
25 37 0.95
38 35 0.92
12 21 0.97
35 56 0.99
25 58 0.78
10 89 0.98
37 24 0.84
58 56 0.96
45 38 0.79
28 92 0.87
11 72 0.97
56 43 0.96
41 66 0.82
30 93 0.89
98 90 0.96
8 28 0.95
68 73 0.8
11 21 0.78
63 29 0.78
39 80 0.97
7 80 0.86
76 27 0.75
25 42 0.93
67 39 0.86
22 7 0.97
86 82 0.79
48 45 0.86
32 12 0.85
5 45 0.99
52 66 0.92
13 56 0.83
95 35 0.84
11 88 0.95
54 74 0.95
78 53 0.78
35 3 0.79
95 27 0.98
43 25 0.9
83 66 0.84
90 61 0.93
2 49 0.87
57 73 0.94
27 96 0.94
64 79 0.8
41 96 0.75
96 64 0.99
58 14 0.94
58 91 0.9
54 73 0.96
22 8 0.79
67 53 0.78
70 16 0.84
64 63 0.99
32 31 0.99
2 30 0.86
96 88 0.81
49 51 0.87
44 88 0.82
42 34 0.95
67 27 0.88
64 96 0.91
30 100 0.92
28 100 0.93
63 12 0.99
74 57 0.99
31 97 0.96
3 49 0.97
25 32 0.91
67 83 0.92
35 42 0.89
