20 50 2 20
62 1
80 75
44 23
0 58
2 54
71 25
55 50
23 60
55 64
53 25
21 77
99 11
33 97
62 18
20 95
76 56
50 17
91 2
50 73
4 55
90 81 0.83
39 75 0.89
6 58 0.93
63 34 0.78
15 32 0.88
58 39 1.0
1 56 0.97
1 82 0.75
66 56 0.96
71 60 0.9
53 22 0.95
60 1 0.97
11 88 0.79
6 13 0.88
55 27 0.87
95 10 0.84
73 48 0.93
41 4 0.93
2 63 0.82
4 18 0.97
20 96 0.93
94 75 0.97
6 54 0.91
66 6 0.82
18 25 0.92
87 70 0.81
69 8 0.94
33 23 0.79
64 82 0.97
49 10 1.0
87 87 0.88
21 58 1.0
23 23 0.79
80 72 0.8
63 93 0.87
21 35 0.86
61 12 0.75
97 77 0.79
23 27 0.87
74 43 0.97
100 33 0.76
55 12 0.99
33 76 0.79
45 8 0.82
86 57 0.91
20 84 0.99
85 64 0.94
46 9 0.98
24 65 0.83
24 0 0.89
