20 50 5 20
58 21
88 10
22 12
85 52
32 8
51 61
61 94
84 50
58 76
76 97
11 34
96 38
21 11
30 48
94 30
84 73
51 39
32 94
89 27
55 52
70 18 0.92
38 100 0.9
14 100 0.96
81 54 0.98
81 5 0.85
63 18 0.76
20 92 0.8
8 57 0.8
1 21 0.75
87 15 0.91
78 80 0.82
22 87 0.94
5 93 0.96
74 8 0.85
36 33 0.94
65 43 0.89
92 25 0.91
67 96 0.81
12 45 0.8
75 34 0.91
72 67 0.76
96 58 0.89
95 26 0.86
6 84 0.94
94 7 0.82
59 98 0.76
3 70 0.79
22 48 0.83
98 10 0.9
58 79 0.78
12 32 0.81
17 26 0.79
100 26 0.97
24 67 0.88
20 21 0.94
100 49 0.93
47 41 0.79
13 87 0.98
83 56 0.81
98 33 0.75
85 16 0.76
94 81 0.82
9 12 0.82
12 24 0.81
20 68 0.88
18 75 0.79
34 88 0.92
31 60 0.85
88 20 0.8
45 78 0.8
