20 50 5 20
31 48
83 39
35 100
71 4
0 75
30 87
92 36
17 94
61 81
75 81
41 80
89 90
90 25
82 5
26 26
88 96
49 49
44 55
66 4
23 42
8 9 0.95
24 76 0.94
50 45 0.77
67 45 0.89
42 53 0.96
1 12 0.96
83 58 0.99
13 47 0.97
50 30 0.83
92 69 0.77
50 34 0.78
88 65 0.79
47 53 0.94
23 6 0.98
0 31 0.86
72 46 0.83
100 26 0.76
94 73 0.9
8 36 0.8
68 21 0.95
45 42 0.85
98 44 0.75
31 39 0.79
36 79 0.8
6 65 0.82
72 97 0.86
23 1 0.92
55 91 0.83
81 67 0.79
6 0 0.84
6 73 0.87
27 55 0.8
35 31 0.94
0 41 0.75
26 16 0.77
88 38 0.81
53 11 0.86
2 29 0.75
15 21 0.81
27 91 0.81
60 36 0.99
57 39 0.96
5 94 0.85
78 43 0.91
86 92 0.92
90 66 0.89
63 7 0.96
8 4 1.0
19 95 1.0
17 42 0.86
