50 100 25 15
4 66
68 51
22 32
12 16
93 71
77 93
92 4
35 65
87 77
33 74
28 99
57 38
53 97
25 53
67 43
83 20
19 30
13 95
49 34
70 13
47 61
89 15
15 47
76 45
49 80
45 72
30 35
35 75
28 59
19 55
84 15
78 65
7 84
52 2
18 4
6 79
33 39
42 92
45 95
28 37
55 96
68 63
79 84
21 56
22 61
7 26
59 15
21 47
66 85
9 25
49 82 0.84
11 21 0.91
21 87 0.89
45 93 0.91
27 16 0.9
35 47 0.86
7 64 0.79
37 5 0.96
67 34 0.81
29 22 0.91
56 96 0.75
38 92 0.94
57 73 0.93
52 40 0.87
62 66 0.77
46 68 0.98
20 85 0.82
89 6 0.86
23 48 0.76
88 48 0.76
54 69 0.8
90 29 0.89
85 79 0.78
64 15 0.85
29 64 0.91
95 97 0.87
42 3 0.89
32 98 0.95
26 5 0.99
0 46 0.75
16 0 0.99
15 85 0.98
33 36 0.78
26 97 0.99
13 74 1.0
49 10 0.88
97 36 0.99
37 37 0.97
83 19 0.79
16 81 0.81
27 63 0.89
99 72 0.8
84 76 0.93
17 81 0.8
13 77 0.78
61 24 0.8
61 26 0.9
89 72 0.82
0 9 0.77
12 78 0.97
67 54 0.78
78 86 0.91
60 92 0.96
62 20 0.83
71 99 0.88
26 15 0.8
50 75 0.85
23 27 0.93
9 48 0.96
7 82 0.8
95 39 0.87
9 59 0.9
44 10 0.9
53 32 0.79
2 72 0.86
25 7 0.78
76 77 0.82
71 83 0.96
56 26 0.89
83 62 0.86
26 70 0.98
90 75 0.82
66 25 0.91
89 0 0.8
64 1 0.83
71 81 0.85
27 34 0.8
97 35 0.79
45 2 0.89
15 59 0.87
79 9 0.98
81 8 0.97
38 7 0.76
30 51 0.76
35 10 0.85
36 22 1.0
36 94 0.97
58 38 0.89
60 59 0.76
69 79 0.8
82 99 0.98
12 20 0.83
1 2 0.82
99 20 0.9
39 54 0.76
22 44 0.97
92 71 0.87
1 64 0.96
31 42 0.86
86 78 0.85
