20 50 2 20
33 4
50 0
29 7
64 85
51 32
82 70
26 81
21 69
68 17
19 36
1 86
24 70
0 39
99 16
70 11
36 24
97 18
57 76
83 72
27 7
8 19 0.93
52 11 0.76
92 25 0.97
69 20 0.88
32 89 0.82
23 17 0.98
93 94 0.98
43 2 1.0
3 65 0.99
75 15 0.82
14 69 0.85
0 83 0.83
31 12 0.96
78 2 0.82
86 95 0.79
78 54 0.88
73 7 0.8
6 1 0.83
97 34 0.94
62 92 0.85
74 55 0.91
90 12 0.86
55 97 0.95
0 55 0.98
39 37 0.96
18 63 0.9
67 36 0.89
27 83 0.95
33 78 0.91
84 87 0.9
82 66 0.83
23 90 0.93
11 16 0.94
99 81 0.78
92 81 0.76
73 9 0.76
59 88 0.91
72 53 0.84
52 90 0.94
33 48 0.84
20 6 0.92
96 14 0.84
59 28 0.98
92 91 0.93
7 89 0.88
80 37 0.95
38 18 0.76
15 99 0.86
13 50 0.76
68 79 0.9
