20 50 5 20
80 87
18 6
44 44
94 72
39 18
93 100
98 2
100 76
1 29
41 87
58 9
74 14
72 47
39 94
25 13
98 65
8 34
57 56
100 68
98 42
93 10 1.0
16 54 0.75
7 53 0.81
98 57 0.85
46 36 0.81
48 65 0.83
27 19 0.8
65 20 0.8
17 14 0.84
28 21 0.98
90 76 0.88
38 15 1.0
57 72 0.85
17 78 0.78
99 6 0.84
76 27 0.81
42 44 0.9
24 27 0.79
100 7 0.9
48 84 0.96
8 69 0.89
97 79 0.89
71 75 0.95
91 81 0.75
17 72 0.95
99 88 0.76
44 59 0.94
16 13 0.78
94 68 0.87
41 32 0.97
83 61 0.99
57 7 0.92
60 39 0.82
5 72 0.83
58 49 0.81
9 20 0.79
50 45 0.85
22 8 0.82
94 52 0.76
100 74 0.77
2 37 0.97
23 86 0.81
82 60 0.9
100 22 0.92
17 20 0.94
2 66 0.76
8 86 0.78
24 57 0.81
87 1 0.86
16 52 0.9
