20 50 10 20
33 91
64 68
74 6
14 11
79 1
19 57
10 81
41 67
26 20
2 16
59 49
18 55
85 45
95 81
75 71
12 69
84 79
81 29
53 50
98 10
83 4 0.95
52 73 0.84
20 61 0.92
12 57 0.99
66 22 0.75
35 24 0.93
74 44 0.83
57 15 0.79
9 13 0.86
92 19 0.88
85 67 0.87
59 45 0.98
58 98 0.9
26 13 0.97
13 50 0.96
11 95 0.97
80 54 0.98
62 60 0.98
10 94 0.76
14 4 0.95
9 82 0.83
78 23 0.86
11 33 0.82
40 15 0.75
87 94 0.79
0 10 0.84
98 68 0.85
67 81 0.98
33 39 0.94
44 70 0.81
90 31 0.8
21 96 0.86
86 14 0.82
49 71 1.0
8 52 0.97
20 1 0.87
41 4 0.8
34 95 0.79
36 62 0.86
70 7 0.85
30 100 0.84
84 85 0.77
98 0 0.93
13 82 0.87
29 71 0.77
93 14 1.0
20 52 0.83
34 91 0.82
98 37 0.8
3 91 0.75
