20 50 5 20
1 16
98 59
69 45
74 99
78 29
3 83
43 84
80 68
17 59
71 18
82 46
5 17
83 91
61 40
34 70
29 34
6 47
74 42
16 15
41 80
45 66 0.8
83 45 0.78
21 67 0.77
17 87 0.75
71 28 0.89
93 66 0.81
77 44 0.86
55 81 0.84
44 88 0.85
86 58 0.93
38 1 0.96
50 14 0.94
1 27 0.91
69 10 0.92
68 50 0.76
9 47 0.95
17 67 0.9
62 17 0.84
79 26 0.85
19 66 0.92
64 74 0.9
57 90 0.87
39 47 0.79
95 98 0.87
36 55 0.79
2 3 0.9
65 2 0.76
84 80 0.81
29 62 0.75
10 48 0.75
80 47 0.85
40 35 0.91
24 37 0.99
74 10 0.8
96 44 0.91
75 63 0.98
25 92 0.97
63 32 0.77
62 27 0.87
26 15 0.91
88 62 0.91
72 62 0.84
22 97 0.79
25 91 0.97
0 20 1.0
20 19 0.94
38 100 0.93
47 68 0.98
63 18 0.86
44 71 0.78
