20 50 2 20
57 35
69 83
58 31
98 4
60 39
38 54
46 46
63 86
11 77
36 51
70 18
99 72
93 7
25 75
75 80
34 58
25 90
3 69
33 43
100 93
30 38 0.94
44 59 0.84
26 32 1.0
16 60 0.89
73 6 0.78
27 15 0.84
80 19 0.75
79 81 0.99
14 90 0.99
30 44 0.87
46 74 0.85
60 31 0.79
9 80 0.81
17 70 0.84
56 9 0.88
13 92 0.85
4 74 0.93
16 51 0.97
10 90 1.0
44 23 1.0
2 2 0.79
57 34 0.95
34 29 0.88
58 14 0.97
12 52 0.79
90 41 0.76
34 8 0.75
50 51 0.89
21 85 0.93
100 33 0.93
72 57 0.78
63 100 0.92
77 87 0.81
85 55 0.97
93 92 0.94
71 91 0.84
50 10 0.78
84 78 0.88
32 73 0.76
19 89 0.78
37 57 0.82
97 6 0.82
70 62 0.91
47 8 1.0
35 40 0.88
5 48 0.85
1 20 0.75
78 78 0.85
33 3 0.94
75 83 1.0
