20 50 2 20
51 64
11 54
82 24
77 58
49 29
31 72
21 58
5 25
34 7
73 26
68 92
2 2
85 80
79 27
50 6
45 42
44 99
15 19
54 64
48 16
32 26 0.99
23 48 0.87
13 78 0.82
27 16 0.85
54 97 0.99
55 69 0.92
42 34 0.85
15 22 0.97
58 11 0.85
26 9 0.86
17 50 0.95
86 31 0.84
81 15 0.81
9 85 0.75
35 2 0.9
78 63 0.89
15 88 0.8
88 25 0.76
100 26 0.93
24 92 0.94
97 93 0.83
9 67 0.9
74 87 0.86
13 9 0.99
32 4 0.86
56 99 0.99
1 90 0.83
26 51 0.76
72 65 0.93
20 61 0.89
95 99 0.87
92 85 0.98
58 16 0.9
54 3 0.81
13 93 0.98
20 58 0.76
76 37 0.92
71 82 0.8
68 39 0.77
37 25 1.0
82 8 0.99
39 51 0.84
89 71 0.86
0 87 0.83
68 19 0.78
64 38 0.92
30 11 0.88
77 64 0.78
100 37 0.81
31 43 0.98
