50 100 25 15
9 55
48 21
84 45
16 59
36 79
52 62
33 89
73 66
54 77
6 70
81 38
75 52
84 33
16 65
63 66
42 63
83 64
16 42
73 76
69 73
48 56
62 13
88 92
3 5
23 33
32 90
21 74
49 26
32 26
53 68
72 91
2 37
78 34
13 21
78 47
20 26
69 81
34 73
49 97
44 80
69 100
58 68
23 63
27 4
13 70
15 10
1 65
82 79
59 85
8 17
28 45 0.76
32 87 0.82
60 92 0.9
17 52 0.82
50 44 0.82
37 29 0.77
84 14 0.84
1 82 0.83
90 62 0.84
9 95 0.92
9 97 0.87
14 31 0.76
18 35 0.93
22 73 0.8
86 34 0.91
58 77 0.9
20 93 0.96
4 17 0.97
15 96 0.98
68 53 0.79
84 42 0.99
23 4 0.96
18 65 0.97
83 33 0.84
0 21 0.75
59 12 0.83
91 90 0.88
3 98 0.79
46 74 0.83
16 27 0.93
85 96 0.93
83 81 0.96
59 57 0.9
28 71 0.99
75 98 0.93
75 51 0.95
46 98 0.9
10 15 0.77
1 97 0.95
29 14 0.8
40 94 0.92
35 97 0.77
50 38 0.87
77 62 0.9
52 96 0.9
72 56 0.92
52 68 0.97
62 67 0.95
60 43 0.94
8 85 0.84
50 67 0.82
10 59 0.84
69 64 0.85
93 77 0.85
83 60 0.99
18 80 0.91
75 26 0.98
43 33 0.96
90 8 0.99
57 1 0.85
80 94 0.96
68 0 0.76
22 34 0.87
100 34 0.93
6 20 0.88
13 23 0.8
86 43 0.82
99 10 0.82
89 17 0.75
9 57 0.89
16 71 0.96
56 71 0.75
33 25 0.89
46 72 0.75
33 35 0.87
12 78 0.81
100 33 0.76
12 77 0.98
47 44 0.82
20 10 0.8
66 29 0.96
43 95 0.82
53 90 1.0
51 35 0.98
81 90 0.76
99 64 0.97
24 15 0.82
51 74 0.88
64 93 0.77
75 34 0.93
5 89 0.94
99 96 0.85
64 29 0.88
11 29 0.95
31 17 0.86
8 77 0.81
0 47 0.77
100 18 0.76
43 0 0.87
58 21 1.0
