50 100 5 15
54 0
41 16
13 29
66 17
72 88
6 73
0 68
34 29
58 39
83 12
41 74
92 45
86 45
31 8
22 38
83 37
86 10
93 30
6 76
52 3
100 35
27 89
54 16
99 74
6 48
31 59
19 7
97 65
87 1
59 33
56 86
80 70
33 70
44 93
13 87
65 71
12 71
37 40
40 79
98 10
65 20
32 100
70 65
4 27
62 61
54 79
54 60
82 22
46 5
30 37
18 0 0.79
37 71 0.85
47 39 0.83
97 95 0.91
96 12 0.84
55 56 0.79
55 28 0.84
69 89 0.88
97 30 0.96
60 17 0.87
99 15 0.9
65 93 0.91
46 49 0.83
46 65 0.81
9 78 0.78
60 75 0.79
65 61 0.97
80 13 0.96
80 46 0.93
95 25 0.94
40 27 0.78
83 95 0.95
1 41 0.93
32 1 0.77
54 17 0.98
6 39 0.81
17 5 0.94
22 26 0.84
31 62 0.79
84 54 0.8
24 27 0.92
8 73 0.85
26 32 0.8
100 55 0.86
76 78 0.83
87 81 0.86
54 99 0.89
59 15 0.92
29 93 0.97
75 60 0.75
42 67 0.89
17 3 0.88
70 8 0.95
37 25 0.98
63 58 0.89
84 11 0.76
39 16 0.95
22 56 0.99
69 2 0.91
84 57 0.79
81 88 0.88
10 77 0.87
34 38 0.85
26 33 0.87
19 65 0.75
3 65 0.75
89 60 0.86
7 37 0.97
93 89 0.95
70 27 0.84
22 88 0.89
35 29 0.91
63 8 0.91
26 30 0.88
24 93 0.88
86 91 0.96
65 97 0.93
7 84 0.98
37 2 0.92
40 80 0.82
87 35 0.86
97 74 0.79
59 58 0.94
62 18 0.75
16 95 0.84
36 91 0.85
13 94 0.97
80 47 0.96
23 85 0.98
76 9 0.98
90 54 0.76
100 89 0.8
31 83 0.81
74 39 0.84
11 56 0.78
66 14 0.75
58 2 0.91
39 73 0.91
71 6 0.88
63 61 1.0
60 49 0.99
21 88 0.87
92 60 0.95
24 23 0.98
26 60 0.77
6 77 0.92
29 56 0.79
26 41 0.75
55 90 0.92
76 23 0.77
