50 100 5 15
29 25
23 9
68 100
26 64
10 90
16 46
81 96
30 10
89 79
37 94
28 59
54 6
53 57
34 66
17 84
59 49
17 51
23 61
93 92
99 27
12 79
96 94
82 11
46 94
11 70
76 9
76 90
74 81
12 11
24 91
39 12
59 27
4 38
90 38
92 4
41 76
16 16
96 59
69 17
7 1
34 62
39 73
33 16
60 73
67 43
7 69
40 66
71 87
85 76
18 24
8 36 0.83
7 78 0.82
93 39 0.98
62 36 0.77
1 14 0.89
100 56 0.9
70 78 0.91
39 34 0.83
61 51 0.95
56 2 0.81
26 44 0.99
9 42 0.94
95 62 0.92
4 91 0.88
1 33 0.81
26 82 0.83
95 83 0.82
72 86 0.95
100 50 0.89
85 87 0.97
3 83 0.8
85 14 0.81
92 84 0.89
99 34 0.91
29 29 1.0
3 19 0.81
41 58 1.0
20 52 0.94
23 71 0.75
23 23 0.96
82 86 0.91
31 38 0.78
96 50 0.9
19 44 0.94
56 32 0.85
70 90 0.88
0 25 0.89
96 1 0.96
48 75 0.85
87 39 0.88
67 88 0.89
50 75 0.98
91 73 0.91
98 38 0.96
55 4 0.92
39 61 0.81
93 22 0.76
55 48 0.82
35 72 0.95
37 66 0.93
0 66 0.92
94 10 0.9
47 53 0.81
13 62 0.81
65 50 0.99
62 24 0.9
67 74 0.83
35 79 0.85
74 38 0.85
36 89 0.86
19 69 0.83
41 66 0.98
31 79 0.93
41 78 0.8
88 76 0.76
39 24 1.0
79 84 0.9
43 85 0.85
9 77 0.99
4 50 0.87
56 11 0.99
72 25 0.82
37 76 0.93
95 7 0.83
1 39 0.78
86 63 0.86
40 31 0.93
92 7 1.0
51 4 0.82
16 9 0.75
39 76 0.96
0 59 0.88
6 87 0.89
72 74 0.8
5 50 0.97
88 32 0.84
87 6 1.0
95 8 0.92
56 71 0.79
12 93 0.87
50 21 0.8
14 37 0.76
68 82 0.92
38 78 0.76
12 33 0.83
99 36 0.8
59 14 0.85
64 3 0.82
23 31 0.76
33 84 0.78
