20 50 10 20
82 36
60 42
11 87
62 36
42 76
0 69
92 9
78 87
37 75
75 94
29 69
22 44
94 64
46 42
57 71
56 92
25 38
76 42
29 25
35 2
47 24 0.97
72 96 0.79
6 25 0.75
8 79 0.86
76 60 0.97
99 30 0.89
42 71 0.79
55 92 0.84
71 91 0.96
66 1 0.84
63 4 0.79
87 80 0.79
45 18 0.88
89 12 0.78
9 37 0.91
60 82 0.91
77 1 0.95
97 61 0.83
100 14 0.95
6 83 0.84
11 5 0.97
88 68 1.0
62 90 0.92
77 67 0.96
35 95 0.76
9 84 0.78
19 22 0.94
34 43 0.87
46 13 0.89
95 39 0.83
16 77 0.88
22 40 0.91
13 63 0.98
47 49 0.78
92 97 0.9
11 55 0.84
56 2 0.84
82 90 0.89
15 6 0.87
13 69 0.81
98 67 0.89
46 86 0.81
0 71 0.9
31 58 0.91
39 7 0.99
32 19 0.92
77 58 0.82
50 89 0.85
69 95 0.82
64 98 0.8
