20 50 5 20
18 21
39 2
55 64
35 45
79 4
59 55
82 0
80 84
78 85
77 82
91 62
92 83
38 61
45 73
28 68
71 27
33 82
100 24
72 86
19 56
2 15 0.87
7 20 1.0
41 26 0.9
36 59 0.89
87 87 0.93
73 68 0.9
68 23 0.82
26 78 0.96
60 85 0.95
65 91 0.95
34 46 0.99
15 67 0.99
37 79 0.86
11 53 0.82
100 11 0.94
95 88 0.77
83 96 0.88
81 76 0.87
44 63 0.92
5 24 0.95
53 54 0.78
71 47 0.77
6 0 0.9
35 2 0.87
68 14 0.88
15 20 0.92
70 53 0.97
53 98 0.76
40 88 0.83
16 71 0.91
7 35 0.89
6 98 0.75
5 6 0.96
76 73 0.95
77 48 0.9
55 70 0.84
34 87 0.93
84 48 1.0
54 57 0.79
51 40 0.89
34 2 0.82
34 67 0.87
90 64 0.91
72 19 0.91
56 6 0.91
42 22 0.99
8 65 0.95
45 45 0.97
62 56 0.97
20 14 0.92
