50 100 13 15
76 54
74 47
8 95
84 9
38 49
67 4
17 26
15 57
41 84
44 95
68 34
74 14
84 53
25 16
86 56
94 27
64 55
56 25
77 98
99 23
71 95
22 47
70 0
68 49
46 86
82 79
93 23
77 53
45 20
40 60
22 74
27 42
18 19
95 78
73 84
42 81
20 7
28 60
44 11
4 77
85 3
11 99
70 51
100 83
73 93
55 92
9 69
23 32
45 68
61 1
20 34 1.0
76 67 0.97
93 5 0.87
20 65 0.83
71 5 0.84
36 97 0.98
79 97 0.78
99 44 0.87
58 72 0.87
56 32 0.82
81 61 0.76
37 79 0.84
96 40 0.86
42 3 0.88
31 25 0.87
81 63 0.81
94 72 0.82
25 63 0.81
60 85 0.8
17 83 1.0
59 47 0.77
83 62 0.88
59 5 0.94
67 37 0.75
98 37 0.88
13 14 0.93
43 86 0.98
5 61 0.84
44 83 0.79
98 60 0.79
66 86 0.92
25 30 1.0
21 99 0.98
83 65 0.75
1 26 0.91
45 31 0.94
86 8 0.97
20 8 0.9
56 95 0.96
41 52 0.91
97 53 0.83
12 73 0.91
41 44 0.91
77 9 0.77
42 1 0.89
55 41 0.8
11 74 0.96
97 65 0.89
85 90 0.98
28 51 0.83
30 42 0.94
12 18 0.86
90 13 0.95
46 44 0.79
76 88 0.93
52 63 0.86
6 66 0.8
89 11 0.84
69 66 0.79
59 87 0.91
73 19 0.88
28 81 0.94
0 48 0.95
41 90 0.78
29 20 0.75
41 85 0.9
28 45 0.88
36 60 0.79
56 67 0.84
67 62 0.86
91 99 0.99
15 27 0.81
50 61 0.99
40 73 0.93
6 51 0.87
100 85 0.77
34 70 0.84
0 58 0.91
100 95 0.98
79 84 0.81
42 53 0.84
2 30 0.91
78 75 0.82
36 28 0.82
55 9 0.87
13 54 0.81
29 52 0.84
33 84 0.82
51 62 0.92
3 64 0.79
30 61 0.97
11 70 0.96
75 0 0.75
68 67 1.0
87 7 0.92
59 33 0.94
35 70 0.84
65 87 0.94
15 90 0.95
54 53 0.83
