50 100 13 15
35 95
72 89
92 100
65 80
90 61
58 87
86 96
4 66
26 55
69 90
87 5
91 40
4 61
14 22
14 23
53 69
68 54
80 52
28 30
66 29
55 27
69 19
72 27
35 8
11 72
77 65
100 39
99 57
90 45
54 6
73 65
30 22
100 32
80 18
85 62
88 70
20 38
77 21
19 49
77 78
50 91
87 33
46 1
49 40
93 61
22 69
97 47
15 77
52 95
91 21
60 23 0.78
37 85 1.0
76 83 0.89
3 48 0.93
40 48 0.82
24 74 0.85
31 63 0.92
51 91 1.0
74 44 1.0
46 13 0.85
44 16 0.8
93 56 1.0
37 33 0.8
96 86 0.8
65 81 0.93
93 47 0.89
45 5 0.82
23 40 0.92
57 85 0.78
74 61 0.78
53 38 0.98
61 0 0.94
0 95 0.82
55 39 0.93
88 6 0.96
87 36 0.91
24 68 0.77
29 45 0.99
46 21 0.91
35 100 0.97
32 1 0.95
81 94 0.96
72 0 0.95
58 84 0.95
17 53 0.79
31 37 0.86
84 1 0.99
57 35 0.78
45 24 0.77
31 68 0.77
64 65 0.87
7 25 0.97
15 94 0.96
20 97 0.89
89 44 0.76
6 36 0.93
43 81 0.81
3 55 0.79
7 53 0.75
50 69 0.98
34 68 1.0
19 4 0.75
49 86 0.93
0 4 0.96
34 2 0.92
55 56 0.81
97 63 0.76
78 72 0.89
69 24 0.97
89 43 0.97
58 62 0.97
85 14 0.93
66 58 0.79
31 56 0.87
94 68 0.96
43 98 0.95
86 60 0.75
19 18 0.87
32 24 0.87
48 11 0.8
47 61 1.0
94 100 0.84
36 73 0.77
99 40 0.97
58 31 0.95
89 84 0.98
7 87 0.9
53 87 0.99
15 43 0.75
18 96 0.76
15 37 0.95
58 34 0.8
47 34 0.77
76 99 0.84
44 35 0.79
59 12 0.92
71 19 1.0
68 38 0.79
81 77 0.78
12 22 1.0
73 53 0.92
54 98 0.83
60 60 0.91
95 25 0.75
55 33 0.85
28 27 0.83
48 69 0.87
97 82 0.85
71 84 0.96
64 92 0.9
