50 100 13 15
47 62
41 8
70 50
99 98
32 96
88 57
24 85
86 88
62 89
50 61
56 40
31 12
73 64
22 52
6 98
36 12
51 76
57 56
30 81
73 74
61 30
68 10
37 48
2 98
20 0
6 52
97 26
54 65
16 35
46 40
0 37
1 92
83 14
46 24
8 50
53 42
39 71
7 0
87 33
26 74
30 60
41 93
60 85
99 89
23 47
97 67
73 73
15 22
57 58
39 76
50 10 0.91
21 77 0.82
94 28 0.87
79 71 0.81
77 8 0.88
6 13 0.88
56 30 0.83
47 9 0.86
38 92 0.99
7 8 0.83
17 70 0.9
64 18 0.96
17 3 0.8
7 2 0.94
72 90 0.91
95 19 0.75
76 25 0.8
34 23 0.77
66 21 1.0
7 83 0.84
7 90 0.83
97 71 0.84
31 7 0.98
26 65 1.0
57 94 0.91
39 43 0.87
98 76 0.77
9 53 0.76
78 7 0.83
19 31 0.88
90 100 0.86
100 8 0.97
89 53 0.84
91 98 0.91
14 17 0.77
78 71 0.95
23 78 0.79
32 4 0.8
98 55 0.91
60 91 0.86
74 42 0.76
82 64 0.93
20 96 0.98
41 70 0.88
37 3 1.0
2 42 0.86
65 82 0.98
24 56 0.89
96 60 1.0
27 89 0.92
56 25 0.94
1 99 0.75
31 76 0.93
58 28 0.75
79 66 0.79
60 68 0.87
90 37 0.95
32 37 0.98
48 34 0.82
97 3 0.76
58 8 0.92
13 80 0.87
36 46 0.88
30 4 0.9
46 60 0.86
24 87 0.99
97 48 0.98
47 69 0.89
66 99 0.81
32 16 0.84
74 24 0.97
30 84 0.79
28 18 0.91
82 95 0.75
91 88 0.76
13 24 0.82
31 36 0.79
79 44 0.86
85 70 0.79
49 80 0.91
89 62 0.97
96 13 0.85
89 66 0.96
7 72 0.99
77 11 0.97
14 18 0.86
26 79 0.93
85 98 0.8
21 48 0.83
21 27 0.91
32 20 0.92
49 33 0.96
78 79 0.88
54 99 0.95
3 98 0.88
63 52 1.0
29 14 0.89
70 56 0.95
18 75 0.96
50 48 0.94
