50 100 25 15
59 83
86 76
67 86
20 47
66 58
4 95
31 61
84 34
80 93
72 81
87 63
89 29
4 61
71 69
52 22
30 54
38 64
74 86
5 5
39 70
8 12
23 20
11 30
34 52
3 13
7 48
87 92
49 13
34 81
99 77
83 34
19 96
57 27
38 42
57 39
5 0
73 56
7 1
79 45
81 35
87 8
72 23
4 83
29 90
37 17
16 88
15 8
3 37
36 21
13 83
30 51 0.85
100 58 0.76
6 61 0.77
67 52 0.99
21 97 0.93
72 82 0.93
1 4 0.88
80 41 0.94
82 52 0.84
15 44 0.78
66 39 0.89
28 2 0.81
28 62 0.78
90 3 0.91
91 51 0.77
69 58 0.76
20 27 0.8
4 2 0.8
74 83 0.94
32 32 0.97
33 9 0.99
31 36 0.86
7 15 0.99
73 82 0.88
27 78 0.96
72 100 0.87
29 5 0.96
59 8 0.95
76 22 0.8
28 99 0.91
22 2 0.84
75 47 0.92
56 82 0.98
78 50 0.77
39 50 0.88
73 25 0.88
34 72 0.98
46 21 0.91
89 93 0.97
53 44 0.92
17 37 0.75
40 2 0.77
98 41 0.89
3 70 0.8
90 57 0.75
96 92 0.95
84 33 0.98
39 86 0.77
78 78 0.9
95 100 0.84
29 59 0.97
91 25 1.0
20 44 0.81
84 67 0.93
100 63 0.75
99 59 0.99
78 41 0.87
47 10 0.99
63 24 0.76
78 11 0.78
15 97 0.8
43 31 0.92
44 19 0.82
11 23 0.91
100 52 0.95
1 25 0.82
6 3 0.79
69 64 0.93
57 95 0.87
72 61 0.78
53 23 0.89
85 76 1.0
96 35 0.78
56 35 0.81
14 91 0.88
66 5 0.83
77 14 0.89
43 30 0.94
77 86 0.85
89 20 0.8
49 45 0.89
42 39 0.91
62 30 0.93
3 55 0.78
70 16 1.0
19 76 0.79
39 68 0.8
94 20 0.8
97 26 0.77
51 36 0.88
94 82 0.77
6 95 0.84
7 2 0.88
72 79 0.98
61 8 0.89
91 62 0.95
42 45 0.76
3 17 0.75
88 79 0.92
28 74 0.88
